"cell_id";"guild";"status";"richness"
225;"plants";"Native";23
226;"birds";"Exotic";11
226;"birds";"Native";10
227;"birds";"Exotic";8
227;"birds";"Native";14
228;"birds";"Exotic";12
228;"birds";"Native";9
228;"plants";"Native";20
229;"birds";"Exotic";13
229;"birds";"Native";10
229;"plants";"Exotic";1
230;"birds";"Exotic";12
230;"birds";"Native";11
230;"plants";"Exotic";1
230;"plants";"Native";19
231;"birds";"Exotic";12
231;"birds";"Native";13
231;"plants";"Exotic";6
231;"plants";"Native";36
232;"birds";"Exotic";11
232;"birds";"Native";19
232;"plants";"Exotic";5
232;"plants";"Native";14
233;"birds";"Exotic";9
233;"birds";"Native";8
234;"birds";"Exotic";13
234;"birds";"Native";17
234;"plants";"Exotic";2
234;"plants";"Native";33
235;"birds";"Exotic";12
235;"birds";"Native";12
236;"birds";"Exotic";11
236;"birds";"Native";13
237;"birds";"Exotic";10
237;"birds";"Native";12
238;"birds";"Exotic";14
238;"birds";"Native";15
238;"plants";"Exotic";1
238;"plants";"Native";7
239;"birds";"Exotic";14
239;"birds";"Native";18
239;"plants";"Exotic";1
239;"plants";"Native";55
240;"birds";"Exotic";14
240;"birds";"Native";13
240;"plants";"Exotic";4
240;"plants";"Native";32
241;"birds";"Exotic";14
241;"birds";"Native";16
241;"plants";"Exotic";15
241;"plants";"Native";41
242;"birds";"Exotic";12
242;"birds";"Native";16
242;"plants";"Exotic";14
242;"plants";"Native";29
243;"birds";"Exotic";11
243;"birds";"Native";14
243;"plants";"Exotic";9
243;"plants";"Native";19
244;"birds";"Exotic";12
244;"birds";"Native";14
244;"plants";"Exotic";2
244;"plants";"Native";32
245;"birds";"Exotic";12
245;"birds";"Native";11
246;"birds";"Exotic";12
246;"birds";"Native";14
246;"plants";"Native";42
247;"birds";"Exotic";12
247;"birds";"Native";12
247;"plants";"Native";17
248;"birds";"Exotic";13
248;"birds";"Native";16
248;"plants";"Exotic";2
248;"plants";"Native";12
249;"birds";"Exotic";11
249;"birds";"Native";12
250;"birds";"Exotic";10
250;"birds";"Native";9
250;"plants";"Native";1
251;"birds";"Exotic";13
251;"birds";"Native";15
251;"plants";"Native";54
252;"birds";"Exotic";13
252;"birds";"Native";16
252;"plants";"Exotic";9
252;"plants";"Native";45
253;"birds";"Exotic";14
253;"birds";"Native";13
253;"plants";"Exotic";5
253;"plants";"Native";28
254;"birds";"Exotic";13
254;"birds";"Native";10
254;"plants";"Exotic";2
254;"plants";"Native";18
255;"birds";"Exotic";12
255;"birds";"Native";12
255;"plants";"Exotic";5
255;"plants";"Native";17
256;"birds";"Exotic";12
256;"birds";"Native";11
256;"plants";"Exotic";1
256;"plants";"Native";39
257;"birds";"Exotic";13
257;"birds";"Native";12
257;"plants";"Exotic";3
257;"plants";"Native";34
258;"birds";"Exotic";12
258;"birds";"Native";9
259;"birds";"Exotic";8
259;"birds";"Native";10
260;"birds";"Exotic";11
260;"birds";"Native";12
260;"plants";"Exotic";1
260;"plants";"Native";39
261;"birds";"Exotic";12
261;"birds";"Native";10
261;"plants";"Native";47
262;"birds";"Exotic";12
262;"birds";"Native";10
263;"birds";"Exotic";12
263;"birds";"Native";12
263;"plants";"Native";1
264;"birds";"Exotic";13
264;"birds";"Native";11
264;"plants";"Native";35
265;"birds";"Exotic";13
265;"birds";"Native";10
265;"plants";"Native";17
266;"birds";"Exotic";13
266;"birds";"Native";9
267;"birds";"Exotic";13
267;"birds";"Native";11
267;"plants";"Exotic";4
267;"plants";"Native";26
268;"birds";"Exotic";13
268;"birds";"Native";12
268;"plants";"Exotic";4
268;"plants";"Native";21
269;"birds";"Exotic";12
269;"birds";"Native";13
269;"plants";"Native";36
270;"birds";"Exotic";13
270;"birds";"Native";12
270;"plants";"Exotic";4
270;"plants";"Native";58
271;"birds";"Exotic";14
271;"birds";"Native";13
271;"plants";"Exotic";1
271;"plants";"Native";32
272;"birds";"Exotic";11
272;"birds";"Native";11
272;"plants";"Exotic";1
272;"plants";"Native";40
273;"birds";"Exotic";8
273;"birds";"Native";11
273;"plants";"Exotic";1
273;"plants";"Native";44
274;"birds";"Exotic";10
274;"birds";"Native";9
274;"plants";"Exotic";1
274;"plants";"Native";28
275;"birds";"Exotic";12
275;"birds";"Native";12
275;"plants";"Native";2
276;"birds";"Exotic";10
276;"birds";"Native";9
277;"birds";"Exotic";13
277;"birds";"Native";10
277;"plants";"Native";26
278;"birds";"Exotic";12
278;"birds";"Native";8
279;"birds";"Exotic";12
279;"birds";"Native";8
280;"birds";"Exotic";12
280;"birds";"Native";8
280;"plants";"Exotic";1
280;"plants";"Native";16
281;"birds";"Exotic";14
281;"birds";"Native";8
281;"plants";"Native";1
282;"birds";"Exotic";14
282;"birds";"Native";11
282;"plants";"Native";36
283;"birds";"Exotic";14
283;"birds";"Native";11
284;"birds";"Exotic";13
284;"birds";"Native";15
284;"plants";"Exotic";3
284;"plants";"Native";44
285;"birds";"Exotic";11
285;"birds";"Native";11
285;"plants";"Exotic";3
285;"plants";"Native";51
286;"birds";"Exotic";12
286;"birds";"Native";10
286;"plants";"Native";18
287;"birds";"Exotic";11
287;"birds";"Native";13
287;"plants";"Native";1
288;"birds";"Exotic";13
288;"birds";"Native";9
288;"plants";"Native";12
289;"birds";"Exotic";12
289;"birds";"Native";10
290;"birds";"Exotic";11
290;"birds";"Native";9
290;"plants";"Exotic";4
290;"plants";"Native";1
291;"birds";"Exotic";13
291;"birds";"Native";9
291;"plants";"Native";11
292;"birds";"Exotic";14
292;"birds";"Native";8
292;"plants";"Native";24
293;"birds";"Exotic";13
293;"birds";"Native";8
294;"birds";"Exotic";14
294;"birds";"Native";15
295;"birds";"Exotic";11
295;"birds";"Native";6
296;"birds";"Exotic";12
296;"birds";"Native";11
296;"plants";"Native";1
297;"birds";"Exotic";11
297;"birds";"Native";10
297;"plants";"Exotic";1
297;"plants";"Native";20
298;"birds";"Exotic";9
298;"birds";"Native";8
298;"plants";"Exotic";1
298;"plants";"Native";35
299;"birds";"Exotic";13
299;"birds";"Native";11
299;"plants";"Native";1
300;"birds";"Exotic";11
300;"birds";"Native";9
301;"birds";"Exotic";13
301;"birds";"Native";8
302;"birds";"Exotic";13
302;"birds";"Native";11
303;"birds";"Exotic";13
303;"birds";"Native";9
304;"birds";"Exotic";13
304;"birds";"Native";10
304;"plants";"Exotic";2
304;"plants";"Native";6
305;"birds";"Exotic";13
305;"birds";"Native";8
305;"plants";"Exotic";1
305;"plants";"Native";8
306;"birds";"Exotic";12
306;"birds";"Native";8
307;"birds";"Exotic";10
307;"birds";"Native";8
308;"birds";"Exotic";9
308;"birds";"Native";6
309;"birds";"Exotic";11
309;"birds";"Native";10
310;"birds";"Exotic";11
310;"birds";"Native";11
310;"plants";"Exotic";1
310;"plants";"Native";34
311;"birds";"Exotic";12
311;"birds";"Native";13
311;"plants";"Exotic";2
311;"plants";"Native";32
312;"birds";"Exotic";14
312;"birds";"Native";10
312;"plants";"Exotic";1
312;"plants";"Native";16
313;"birds";"Exotic";12
313;"birds";"Native";8
314;"birds";"Exotic";13
314;"birds";"Native";9
315;"birds";"Exotic";13
315;"birds";"Native";8
316;"birds";"Exotic";13
316;"birds";"Native";8
316;"plants";"Native";3
317;"birds";"Exotic";11
317;"birds";"Native";8
318;"birds";"Exotic";11
318;"birds";"Native";8
319;"birds";"Exotic";12
319;"birds";"Native";7
319;"plants";"Native";1
320;"birds";"Exotic";11
320;"birds";"Native";9
321;"birds";"Exotic";12
321;"birds";"Native";12
321;"plants";"Exotic";1
321;"plants";"Native";21
322;"birds";"Exotic";12
322;"birds";"Native";11
323;"birds";"Exotic";11
323;"birds";"Native";10
324;"birds";"Exotic";13
324;"birds";"Native";7
325;"birds";"Exotic";13
325;"birds";"Native";7
326;"birds";"Exotic";14
326;"birds";"Native";8
326;"plants";"Exotic";1
326;"plants";"Native";24
327;"birds";"Exotic";13
327;"birds";"Native";7
328;"birds";"Exotic";13
328;"birds";"Native";10
328;"plants";"Exotic";1
328;"plants";"Native";4
329;"birds";"Exotic";11
329;"birds";"Native";7
330;"birds";"Exotic";10
330;"birds";"Native";7
331;"birds";"Exotic";11
331;"birds";"Native";7
331;"plants";"Native";1
332;"birds";"Exotic";12
332;"birds";"Native";9
333;"birds";"Exotic";12
333;"birds";"Native";13
333;"plants";"Native";37
334;"birds";"Exotic";11
334;"birds";"Native";9
335;"birds";"Exotic";12
335;"birds";"Native";12
336;"birds";"Exotic";13
336;"birds";"Native";8
337;"birds";"Exotic";12
337;"birds";"Native";7
337;"plants";"Native";1
338;"birds";"Exotic";11
338;"birds";"Native";7
339;"birds";"Exotic";12
339;"birds";"Native";9
339;"plants";"Exotic";1
339;"plants";"Native";17
340;"birds";"Exotic";14
340;"birds";"Native";11
341;"birds";"Exotic";11
341;"birds";"Native";9
341;"plants";"Native";9
342;"birds";"Exotic";6
342;"birds";"Native";2
343;"birds";"Exotic";10
343;"birds";"Native";4
344;"birds";"Exotic";13
344;"birds";"Native";11
345;"birds";"Exotic";13
345;"birds";"Native";13
345;"plants";"Exotic";1
345;"plants";"Native";44
346;"birds";"Exotic";12
346;"birds";"Native";13
347;"birds";"Exotic";11
347;"birds";"Native";8
349;"birds";"Exotic";13
349;"birds";"Native";7
350;"birds";"Exotic";13
350;"birds";"Native";9
350;"plants";"Exotic";1
350;"plants";"Native";22
351;"birds";"Exotic";14
351;"birds";"Native";12
351;"plants";"Exotic";2
351;"plants";"Native";35
352;"birds";"Exotic";12
352;"birds";"Native";9
352;"plants";"Native";19
353;"birds";"Exotic";11
353;"birds";"Native";7
354;"birds";"Exotic";6
354;"birds";"Native";1
355;"birds";"Exotic";12
355;"birds";"Native";10
356;"birds";"Exotic";10
356;"birds";"Native";6
357;"birds";"Exotic";10
357;"birds";"Native";8
358;"birds";"Exotic";13
358;"birds";"Native";13
358;"plants";"Exotic";1
358;"plants";"Native";25
359;"birds";"Exotic";13
359;"birds";"Native";10
359;"plants";"Exotic";1
360;"birds";"Exotic";13
360;"birds";"Native";13
360;"plants";"Exotic";6
360;"plants";"Native";6
361;"birds";"Exotic";11
361;"birds";"Native";7
362;"birds";"Exotic";9
362;"birds";"Native";8
363;"birds";"Exotic";9
363;"birds";"Native";10
363;"plants";"Exotic";1
363;"plants";"Native";22
364;"birds";"Exotic";9
364;"birds";"Native";9
364;"plants";"Exotic";1
364;"plants";"Native";19
365;"birds";"Exotic";11
365;"birds";"Native";11
365;"plants";"Exotic";3
365;"plants";"Native";1
367;"birds";"Exotic";13
367;"birds";"Native";9
368;"birds";"Exotic";14
368;"birds";"Native";8
369;"birds";"Exotic";12
369;"birds";"Native";6
370;"birds";"Exotic";13
370;"birds";"Native";10
370;"plants";"Native";1
371;"birds";"Exotic";12
371;"birds";"Native";9
371;"plants";"Exotic";2
371;"plants";"Native";23
372;"birds";"Exotic";12
372;"birds";"Native";8
373;"birds";"Exotic";11
373;"birds";"Native";7
373;"plants";"Exotic";5
373;"plants";"Native";3
374;"birds";"Exotic";10
374;"birds";"Native";6
375;"birds";"Exotic";10
375;"birds";"Native";5
376;"birds";"Exotic";11
376;"birds";"Native";13
376;"plants";"Exotic";1
376;"plants";"Native";17
377;"birds";"Exotic";9
377;"birds";"Native";13
377;"plants";"Exotic";2
377;"plants";"Native";18
378;"birds";"Exotic";14
378;"birds";"Native";13
379;"birds";"Exotic";12
379;"birds";"Native";10
379;"plants";"Exotic";2
380;"birds";"Exotic";13
380;"birds";"Native";9
380;"plants";"Exotic";1
380;"plants";"Native";1
381;"birds";"Exotic";13
381;"birds";"Native";11
382;"birds";"Exotic";7
382;"birds";"Native";7
383;"birds";"Exotic";11
383;"birds";"Native";11
383;"plants";"Exotic";1
383;"plants";"Native";17
384;"birds";"Exotic";7
386;"birds";"Exotic";4
386;"birds";"Native";11
386;"plants";"Native";1
387;"birds";"Exotic";9
387;"birds";"Native";7
387;"plants";"Exotic";1
387;"plants";"Native";25
388;"birds";"Exotic";10
388;"birds";"Native";11
388;"plants";"Exotic";2
388;"plants";"Native";21
389;"birds";"Exotic";8
389;"birds";"Native";8
390;"birds";"Exotic";12
390;"birds";"Native";11
390;"plants";"Native";25
391;"birds";"Exotic";13
391;"birds";"Native";12
392;"birds";"Exotic";13
392;"birds";"Native";9
393;"birds";"Exotic";14
393;"birds";"Native";9
394;"birds";"Exotic";12
394;"birds";"Native";8
395;"birds";"Exotic";13
395;"birds";"Native";14
395;"plants";"Exotic";9
395;"plants";"Native";30
396;"birds";"Exotic";12
396;"birds";"Native";8
397;"birds";"Exotic";12
397;"birds";"Native";9
398;"birds";"Exotic";13
398;"birds";"Native";12
399;"birds";"Exotic";11
399;"birds";"Native";7
400;"birds";"Exotic";12
400;"birds";"Native";13
400;"plants";"Exotic";3
400;"plants";"Native";31
401;"birds";"Exotic";12
401;"birds";"Native";14
402;"birds";"Exotic";12
402;"birds";"Native";12
402;"plants";"Exotic";1
402;"plants";"Native";9
403;"birds";"Exotic";11
403;"birds";"Native";14
403;"plants";"Exotic";6
403;"plants";"Native";41
404;"birds";"Exotic";11
404;"birds";"Native";10
404;"plants";"Exotic";1
404;"plants";"Native";1
405;"birds";"Exotic";12
405;"birds";"Native";10
406;"birds";"Exotic";11
406;"birds";"Native";9
408;"birds";"Exotic";9
408;"birds";"Native";9
409;"birds";"Exotic";9
409;"birds";"Native";11
409;"plants";"Native";26
410;"plants";"Exotic";1
410;"plants";"Native";24
411;"plants";"Native";28
415;"birds";"Exotic";6
415;"birds";"Native";7
415;"plants";"Exotic";1
415;"plants";"Native";30
