"cell_id";"Acanthis_flammea";"Acanthisitta_chloris";"Acridotheres_tristis";"Alseuosmia_macrophylla";"Anas_chlorotis";"Anthornis_melanura";"Anthus_novaeseelandiae";"Beilschmiedia_tarairi";"Branta_canadensis";"Callaeas_cinereus";"Carduelis_carduelis";"Chloris_chloris";"Chroicocephalus_novaehollandiae";"Coprosma_arborea";"Coprosma_grandifolia";"Coprosma_lucida";"Coprosma_parviflora";"Cordyline_australis";"Dacrydium_cupressinum";"Dysoxylum_spectabile";"Freycinetia_banksii";"Fringilla_coelebs";"Geniostoma_ligustrifolium";"Gerygone_igata";"Hemiphaga_novaeseelandiae";"Knightia_excelsa";"Leptecophylla_juniperina";"Leptospermum_scoparium";"Leucopogon_fasciculatus";"Meleagris_gallopavo";"Melicytus_ramiflorus";"Mida_salicifolia";"Myrsine_australis";"Myrsine_salicina";"Nestegis_lanceolata";"Nestor_meridionalis";"Passer_domesticus";"Petroica_australis";"Petroica_macrocephala";"Phasianus_colchicus";"Phyllocladus_trichomanoides";"Pittosporum_tenuifolium";"Platycercus_eximius";"Porphyrio_melanotus";"Prosthemadera_novaeseelandiae";"Prumnopitys_ferruginea";"Pseudopanax_crassifolius";"Pseudowintera_axillaris";"Rhipidura_fuliginosa";"Rhopalostylis_sapida";"Rubus_australis";"Sturnus_vulgaris";"Tadorna_variegata";"Turdus_merula";"Turdus_philomelos";"Zosterops_lateralis";"Aristotelia_serrata";"Beilschmiedia_tawa";"Carpodetus_serratus";"Coprosma_areolata";"Coprosma_macrocarpa";"Coprosma_rhamnoides";"Coprosma_rigida";"Coprosma_robusta";"Coprosma_rotundifolia";"Coprosma_tenuifolia";"Corynocarpus_laevigatus";"Cyanoramphus_novaezelandiae";"Dacrycarpus_dacrydioides";"Elaeocarpus_dentatus";"Gallirallus_australis";"Gaultheria_antipoda";"Geniostoma_rupestre";"Griselinia_littoralis";"Griselinia_lucida";"Hedycarya_arborea";"Lantana_camara";"Ligustrum_sinense";"Litsea_calicaris";"Lonicera_japonica";"Macropiper_excelsum";"Muehlenbeckia_australis";"Muehlenbeckia_complexa";"Nestegis_cunninghamii";"Paratrophis_microphylla";"Passiflora_tarminiana";"Phormium_colensoi";"Phormium_tenax";"Podocarpus_cunninghamii";"Podocarpus_totara";"Pseudopanax_arboreus";"Pseudopanax_lessonii";"Raukaua_edgerleyi";"Ripogonum_scandens";"Rubus_cissoides";"Rubus_fruticosus";"Schefflera_digitata";"Solanum_americanum";"Solanum_mauritianum";"Styphelia_nesophila";"Toronia_toru";"Vitex_lucens";"Astelia_banksii";"Coprosma_acerosa";"Coprosma_cheesemanii";"Coprosma_repens";"Hedychium_gardnerianum";"Mohoua_albicilla";"Philesturnus_carunculatus";"Pittosporum_crassifolium";"Pittosporum_eugenioides";"Syzygium_smithii";"Aristotelia_fruticosa";"Ascarina_lucida";"Cacatua_galerita";"Coriaria_arborea";"Lophomyrtus_bullata";"Myrsine_divaricata";"Neomyrtus_pedunculata";"Parsonsia_heterophylla";"Passiflora_tetrandra";"Pennantia_corymbosa";"Pseudowintera_colorata";"Solanum_nigrum";"Weinmannia_racemosa";"Alectryon_excelsus";"Cestrum_nocturnum";"Coprosma_propinqua";"Fuchsia_excorticata";"Hedera_helix";"Lophomyrtus_obcordata";"Myoporum_laetum";"Notiomystis_cincta";"Planchonella_costata";"Strigops_habroptila";"Archontophoenix_cunninghamiana";"Asparagus_asparagoides";"Asparagus_scandens";"Astelia_fragrans";"Coprosma_crassifolia";"Coprosma_depressa";"Corokia_cotoneaster";"Corokia_macrocarpa";"Cotoneaster_coriaceus";"Cotoneaster_glaucophyllus";"Crataegus_monogyna";"Cyanoramphus_auriceps";"Dracaena_draco";"Ileostylus_micranthus";"Ligustrum_lucidum";"Metrosideros_umbellata";"Phoenix_canariensis";"Phytolacca_icosandra";"Pisonia_brunoniana";"Prumnopitys_taxifolia";"Prunus_domestica";"Rhamnus_alaternus";"Solanum_aviculare";"Solanum_laciniatum";"Solanum_pseudocapsicum";"Trachycarpus_fortunei";"Astelia_nervosa";"Coprosma_foetidissima";"Leycesteria_formosa";"Malus_domestica";"Melicytus_lanceolatus";"Neopanax_colensoi";"Psidium_cattleianum";"Raukaua_simplex";"Rhaphiolepis_loquata";"Rosa_rubiginosa";"Berberis_glaucocarpa";"Elaeocarpus_hookerianus";"Isolepis_habra";"Plagianthus_regius";"Actinidia_chinensis";"Coprosma_colensoi";"Coprosma_cuneata";"Cotoneaster_franchetii";"Cyanoramphus_malherbi";"Hymenolaimus_malacorhynchos";"Luzuriaga_parviflora";"Meryta_sinclairii";"Mohoua_ochrocephala";"Prunus_avium";"Coprosma_linariifolia";"Coprosma_pseudocuneata";"Halocarpus_biformis";"Androstoma_empetrifolia";"Berberis_darwinii";"Ilex_aquifolium";"Lepidothamnus_intermedius";"Muehlenbeckia_axillaris";"Passiflora_tripartita";"Alepis_flavida";"Tupeia_antarctica";"Rubus_squarrosus";"Dracophyllum_longifolium";"Gunnera_tinctoria";"Arbutus_unedo";"Coprosma_perpusilla";"Coriaria_plumosa";"Ficus_macrophylla";"Gaultheria_depressa";"Laurus_nobilis";"Lycium_ferocissimum";"Olea_europaea";"Syzygium_australe";"Acrothamnus_colensoi";"Coprosma_rugosa";"Euonymus_europaeus";"Fuchsia_perscandens";"Gaultheria_macrostigma";"Lepidothamnus_laxifolius";"Melicytus_alpinus";"Pentachondra_pumila";"Peraxilla_tetrapetala";"Podocarpus_nivalis";"Pyrus_communis";"Taxus_baccata";"Finschia_novaeseelandiae";"Nestor_notabilis";"Alnus_glutinosa";"Prunus_laurocerasus";"Vitis_vinifera";"Acer_pseudoplatanus";"Astelia_nivicola";"Cornus_capitata";"Muehlenbeckia_astonii";"Prunus_cerasifera";"Coprosma_fowerakeri";"Coprosma_serrulata";"Coriaria_sarmentosa";"Jasminum_officinale";"Melicytus_obovatus";"Ligustrum_ovalifolium";"Sambucus_nigra";"Actinidia_arguta";"Coprosma_petriei";"Peraxilla_colensoi";"Sorbus_aucuparia";"Melicytus_chathamicus";"Myrsine_chathamica";"Pseudopanax_chathamicus";"Coriaria_angustissima";"Ficus_carica";"Coprosma_intertexta";"Tropaeolum_speciosum";"Ribes_sanguineum"
32;508;366;0;0;0;2195;335;0;156;0;313;351;25;0;9;22;5;0;43;0;1;1976;0;1427;254;0;47;77;78;5;2;0;9;17;0;423;652;895;1150;0;20;2;0;124;1051;26;103;2;1234;1;6;434;466;1502;831;1683;37;0;69;3;0;94;4;5;13;0;0;5;16;1;477;26;0;131;0;4;0;0;0;0;0;12;6;0;0;1;46;5;53;1;1;0;5;3;59;2;17;0;0;55;0;0;0;0;38;0;0;0;0;0;1;0;20;2;0;0;0;116;89;4;0;2;87;0;89;0;0;33;19;0;0;0;0;0;0;0;0;0;22;0;32;5;0;0;2;1;98;0;0;0;63;0;0;0;3;0;0;0;0;0;0;66;132;0;0;0;53;0;94;0;10;0;65;4;0;0;80;2;0;0;11;24;0;0;0;45;44;30;21;0;0;44;36;0;0;0;1;23;0;0;9;0;0;57;0;0;0;0;51;2;0;0;4;8;36;53;2;20;0;0;241;166;0;1;0;1;5;0;0;0;18;6;13;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0
33;909;139;0;0;0;2014;576;0;347;0;1815;1347;7271;0;7;48;8;18;9;0;0;2842;2;1423;248;3;75;72;60;8;99;0;78;3;0;9;1773;199;307;13;3;79;0;97;286;17;112;0;1420;3;4;2025;1010;2615;1969;2406;41;7;118;6;1;118;19;65;20;2;3;0;7;22;2;33;0;155;0;28;0;0;0;2;27;44;58;1;6;0;39;29;22;16;42;0;0;19;73;14;17;0;0;99;0;0;0;1;19;2;0;0;0;2;28;0;22;0;0;38;0;40;3;39;4;34;39;9;0;13;0;152;50;2;10;13;0;0;0;0;0;2;21;82;3;33;0;1;4;3;0;0;16;0;0;0;2;0;53;1;0;3;1;0;0;10;2;6;0;4;22;0;8;0;104;12;14;0;1;0;10;0;5;0;1;0;0;0;1;97;4;2;0;0;2;0;50;0;2;3;12;4;0;0;2;0;0;42;0;0;0;0;94;1;0;4;0;0;65;4;1;12;0;2;442;24;0;0;0;2;1;0;3;0;8;0;8;0;0;0;6;0;0;0;12;0;0;0;0;0;0;0;0
34;96;0;0;0;0;48;199;0;346;0;495;382;646;0;0;1;0;8;0;0;0;499;0;136;1;0;0;10;0;0;10;0;1;0;0;0;573;0;0;1;0;4;1;229;10;0;0;0;190;0;0;541;539;276;184;304;0;0;0;0;0;3;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;9;24;0;0;0;0;12;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;8;3;0;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;3;0;0;0;0;6;13;0;0;0;2;8;42;0;0;0;0;0;0;0;0;7;0;13;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;7;0;0;9;14;19;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;137;8;0;0;0;398;6;0;28;0;21;70;73;0;1;13;0;3;22;0;2;278;0;340;204;0;3;10;0;0;8;0;13;2;0;5;182;149;332;0;3;0;0;92;376;18;20;0;354;7;3;80;238;343;176;325;2;0;13;0;0;5;1;0;2;0;0;0;9;1;14;1;0;15;1;14;0;0;0;0;5;8;0;0;1;0;0;8;12;3;0;0;0;18;5;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;11;14;0;0;2;15;1;21;0;0;11;4;4;0;0;0;0;0;0;0;0;5;0;0;0;3;0;5;0;5;0;0;1;18;0;0;0;1;0;0;0;1;0;0;6;14;1;0;1;9;0;6;0;0;0;10;3;3;0;9;0;1;0;1;9;0;0;0;0;1;0;0;0;2;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;80;99;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;0;0;0;0;0
37;584;485;0;0;0;1539;191;0;168;0;276;296;170;0;6;98;6;22;50;0;6;1514;0;1457;525;0;7;24;8;4;55;0;71;24;0;21;689;332;1329;0;40;9;0;446;485;103;137;1;1160;4;15;570;707;1366;700;1399;81;0;134;13;1;113;4;4;31;0;1;0;38;55;655;41;0;213;6;40;0;0;0;6;0;40;8;0;6;0;53;30;86;14;1;0;27;36;76;35;62;0;0;63;0;1;0;0;15;2;1;1;0;0;21;0;31;23;0;12;1;142;63;9;0;40;153;12;89;0;0;87;54;8;0;0;0;0;0;0;0;0;39;8;91;44;0;0;3;0;18;0;0;0;122;0;0;0;7;0;0;1;0;0;0;58;161;10;0;11;103;0;142;0;39;1;39;3;1;0;100;0;2;1;85;22;1;1;0;45;112;16;4;0;2;4;52;0;11;0;0;74;2;1;11;3;0;89;2;0;0;0;59;18;0;0;2;1;34;8;12;54;0;0;466;1122;2;0;1;2;4;1;0;0;12;27;10;0;0;1;2;0;22;0;0;0;0;0;5;1;0;0;0
38;1434;399;1;0;0;1731;375;0;1667;0;3023;2300;1245;0;1;29;7;12;9;0;0;4918;0;2216;188;0;55;110;39;7;7;0;11;1;0;127;4613;470;637;124;1;26;0;1827;130;11;111;0;2314;0;4;4805;2930;4982;3159;3406;64;0;107;0;0;144;23;10;8;0;0;0;15;0;63;39;0;211;0;3;0;0;0;0;0;32;33;0;1;0;13;7;40;2;8;0;19;0;110;28;11;0;0;108;0;0;0;2;17;0;0;0;0;0;4;0;36;0;0;6;0;127;30;13;0;6;93;3;27;0;0;114;47;3;11;0;0;0;0;0;0;0;21;16;95;40;0;0;0;9;148;0;1;0;26;0;0;0;8;0;0;0;1;0;0;28;101;2;0;3;52;0;87;0;29;0;46;3;2;0;97;0;0;40;7;15;0;78;1;87;112;6;1;0;1;0;29;0;4;0;3;35;0;0;11;1;0;73;0;1;0;0;51;19;2;1;1;1;56;8;3;41;0;0;269;180;4;2;1;2;0;0;2;1;25;2;10;0;0;0;4;0;21;0;4;0;0;0;3;0;4;1;0
39;187;5;0;0;0;383;20;0;216;0;577;371;261;0;0;0;0;1;0;0;0;811;0;425;83;0;1;1;1;4;1;0;0;0;0;0;646;1;5;8;0;1;0;266;20;0;1;0;425;0;0;625;533;688;524;512;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
40;184;85;0;1;0;423;65;0;2;0;23;57;101;0;3;41;0;1;79;0;5;347;0;365;165;0;9;20;0;0;46;0;37;1;0;88;64;7;367;0;2;0;0;105;245;102;94;0;325;0;2;81;115;322;155;286;24;0;72;0;0;90;0;0;18;0;0;0;19;0;9;6;0;125;5;75;0;0;0;0;0;28;3;0;0;0;10;3;80;1;1;0;16;62;34;1;67;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;5;43;0;8;0;43;46;1;0;19;66;0;85;0;0;7;45;0;0;0;0;0;0;0;0;0;47;1;7;0;0;0;0;0;20;0;1;0;70;0;0;0;2;0;0;0;0;0;0;20;110;0;0;0;67;0;88;0;0;0;22;0;1;0;60;18;0;0;19;50;0;12;0;0;10;6;9;0;0;15;6;0;2;0;0;14;0;0;5;1;0;2;0;0;0;0;1;5;0;0;0;3;4;5;2;1;0;0;67;233;0;0;0;0;4;0;0;0;5;2;2;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0
41;818;752;0;0;0;1167;366;0;428;0;323;508;91;0;3;45;0;3;55;0;9;1628;0;1480;562;0;1;6;3;0;34;0;45;0;0;176;520;40;1543;42;2;2;0;218;730;94;111;1;1161;0;4;485;1046;1487;914;1145;40;0;66;0;0;79;5;1;14;0;0;0;18;0;26;35;0;185;3;50;0;0;0;1;0;23;35;0;0;0;38;9;123;10;10;0;4;36;48;3;61;0;0;244;0;0;0;20;35;0;0;1;0;0;0;0;19;14;0;17;0;161;56;7;0;11;109;1;117;0;0;56;43;1;0;0;0;0;0;0;0;0;56;1;94;3;0;0;1;0;181;0;1;0;113;0;0;0;0;0;0;0;0;0;0;69;139;1;0;7;97;0;161;0;63;0;29;7;0;0;86;73;3;0;23;81;0;212;0;6;112;3;4;0;0;1;415;0;2;0;0;55;0;0;70;18;0;113;0;0;0;0;87;25;0;1;3;0;50;15;23;67;0;0;323;674;2;0;0;0;22;0;0;0;8;13;42;0;0;1;1;0;20;24;0;0;0;0;11;0;3;0;0
42;1254;137;0;0;0;1031;258;0;509;0;1367;1270;61;0;0;0;0;12;0;0;0;1999;0;1385;473;0;5;2;4;1;7;0;9;0;0;0;1575;0;156;60;1;11;0;254;238;0;10;0;1258;0;5;1487;1451;2211;1774;1501;9;0;8;4;0;7;12;0;14;0;0;0;13;0;0;5;0;21;0;0;0;0;0;0;0;17;14;0;3;0;15;1;0;15;6;0;0;3;8;13;7;1;0;140;0;0;0;18;18;0;0;0;0;0;11;0;9;0;0;0;0;10;2;7;0;6;8;0;0;0;0;41;10;2;2;0;0;0;0;0;0;0;2;10;4;1;0;1;0;8;0;0;0;0;2;0;0;0;6;0;0;1;0;0;0;7;0;14;1;3;1;0;4;0;38;0;3;0;9;0;8;0;0;0;0;0;0;1;4;9;4;0;0;1;3;0;214;0;4;0;0;19;0;1;17;1;0;62;0;0;0;0;43;4;0;3;0;0;25;25;1;13;0;1;241;40;0;2;0;10;2;0;0;0;6;1;17;0;0;0;11;0;12;0;1;0;0;0;3;0;2;0;0
43;3188;19;20;0;24;4987;525;1;3542;0;9479;8111;3126;0;0;27;0;32;0;0;0;9436;0;5546;1147;0;1;5;0;77;82;0;51;1;0;0;14672;2;183;892;2;37;36;3923;56;3;50;0;5897;1;0;12830;5303;12675;7915;10036;16;1;23;18;0;23;7;30;78;0;0;0;8;2;0;0;0;44;0;22;0;0;0;3;13;27;39;0;23;1;2;42;0;21;5;0;0;46;24;8;44;4;0;7;0;1;0;2;1;4;0;0;0;12;79;0;0;0;206;0;0;1;0;24;7;45;53;7;0;12;0;46;39;10;17;7;0;0;0;0;2;0;22;35;0;0;1;9;4;2;1;3;2;0;0;0;0;0;30;0;3;2;7;1;0;1;0;7;0;0;3;0;0;0;10;1;2;0;24;1;0;1;12;0;0;0;0;0;0;16;0;0;0;0;3;0;3;4;0;2;2;0;1;1;0;0;0;0;2;1;0;0;0;0;9;0;0;1;20;0;0;2;1;1;111;1;3;1;1;6;0;0;4;0;0;0;2;0;2;0;16;0;3;0;0;2;0;0;0;0;0;1;0
44;310;39;0;0;0;853;57;0;288;0;339;254;600;0;0;14;0;3;0;0;0;603;0;507;437;0;0;1;0;0;22;0;13;0;0;0;512;0;286;12;0;5;0;123;165;0;10;0;461;0;0;387;328;675;446;612;14;0;8;3;0;14;2;11;21;0;1;0;4;0;0;0;0;12;1;14;0;0;0;0;10;17;0;0;3;0;0;0;9;4;17;0;0;9;10;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;1;0;0;0;12;3;14;10;1;0;4;0;7;11;0;1;7;0;0;0;0;0;0;3;7;0;1;0;0;0;0;0;0;3;0;0;0;1;0;4;0;0;0;8;0;0;1;0;2;0;0;8;0;0;0;1;0;1;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
45;68;108;0;0;0;283;30;0;16;0;3;1;55;0;0;8;1;1;6;0;1;124;0;174;98;0;0;2;0;1;5;0;11;0;0;143;0;45;267;0;0;2;0;0;119;8;12;0;149;0;0;0;65;91;36;157;5;0;10;0;0;13;2;0;8;0;0;0;1;0;200;0;0;19;0;9;0;0;0;0;0;8;0;0;0;0;8;2;8;0;0;0;2;8;6;0;8;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;4;5;0;2;0;21;7;0;0;2;16;0;13;0;0;4;9;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;24;0;0;0;12;0;0;0;0;0;0;0;0;0;0;14;19;0;0;0;10;0;15;0;0;0;8;4;0;0;14;12;0;0;52;7;0;4;0;0;9;0;0;0;0;0;1;0;0;0;0;7;0;0;2;1;0;2;0;0;0;0;0;2;0;0;0;0;5;1;0;0;0;0;69;220;0;0;0;0;4;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
46;1785;1406;0;0;9;3059;512;0;403;0;887;770;300;0;0;56;14;3;46;0;5;3888;0;2949;874;0;5;9;1;5;44;0;42;0;0;1101;1432;1907;2687;22;38;9;0;273;1606;78;117;1;2519;0;1;1232;2153;2996;1827;2113;42;0;68;0;0;114;3;0;41;0;0;0;29;0;462;9;0;158;4;57;0;0;0;0;0;48;10;0;0;0;25;2;45;4;0;0;21;24;58;0;50;0;0;17;0;0;0;2;26;0;0;0;0;0;0;0;15;9;0;3;0;107;50;15;0;33;103;1;73;0;0;21;49;0;0;0;0;0;0;0;0;0;28;1;13;2;0;0;0;1;625;0;5;0;21;0;0;0;9;0;0;0;0;0;0;68;125;1;0;2;78;0;122;0;8;1;28;2;1;0;63;69;0;0;322;22;0;543;1;5;56;7;3;0;0;1;19;0;6;0;0;33;0;0;23;7;0;22;0;1;0;0;4;11;0;1;3;7;21;18;2;24;0;0;852;2336;0;0;0;0;28;0;0;0;19;16;12;0;0;0;0;0;2;7;0;0;0;0;0;0;2;0;1
47;1022;58;0;0;0;584;215;0;364;0;1161;875;0;0;0;1;0;1;0;0;0;1811;0;820;57;0;1;8;0;30;0;0;0;0;0;3;1425;3;139;8;1;1;0;110;142;0;1;0;628;0;0;1383;1118;1758;1152;940;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;0;3;9;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;91;0;0;0;0;9;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;1;1;0;0;0;0;2;0;1;0;0;1;0;2;0;0;0;0;0;0;121;0;0;0;0;5;0;0;1;1;0;11;0;0;0;0;18;5;2;0;0;0;53;7;8;5;0;0;75;20;1;0;0;0;0;0;0;0;3;0;7;0;0;0;1;0;37;0;0;0;0;0;0;0;2;0;0
48;427;23;0;0;0;318;46;0;405;0;903;584;816;0;0;0;0;0;0;0;0;881;0;434;54;0;0;1;0;6;3;0;4;0;0;0;1181;0;58;13;0;1;0;246;80;0;2;0;473;0;0;1230;763;1112;721;732;1;0;3;2;0;2;2;0;3;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;4;10;0;1;0;3;3;0;1;0;0;0;1;4;0;1;0;0;21;0;0;0;1;4;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;3;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;21;0;0;0;0;3;4;0;2;0;0;8;4;0;0;0;0;62;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;3;0;0;0;0;0;1;0;0;1;0
49;1538;510;0;0;0;3696;242;0;757;0;480;328;1954;0;1;66;7;2;59;0;0;2628;0;2777;1155;0;30;53;1;12;31;0;76;0;0;889;886;984;2880;1;8;23;0;96;1254;85;122;0;2309;0;2;882;1895;2354;973;1890;30;0;90;4;0;61;13;4;22;0;0;3;18;0;888;34;0;147;1;34;0;0;0;0;0;13;0;0;0;0;45;8;88;0;1;0;0;44;56;2;50;0;0;2;0;0;0;1;69;0;0;4;134;0;13;0;24;37;0;5;0;185;70;7;0;8;124;0;98;0;0;40;44;0;4;0;0;0;14;0;0;0;43;0;1;5;0;0;0;0;347;0;1;0;101;0;0;0;13;0;0;0;0;0;0;75;160;0;0;4;95;0;154;0;0;0;70;12;2;0;126;111;1;0;87;61;0;212;0;16;98;19;15;1;0;18;3;0;16;1;0;74;0;0;28;1;0;35;0;0;0;0;0;7;0;0;2;2;18;46;6;1;0;0;759;873;0;0;0;0;18;0;0;0;6;19;0;0;0;0;0;0;1;4;1;0;0;0;2;0;0;0;0
50;674;118;0;0;0;447;138;0;227;0;345;188;8;0;0;11;0;4;2;0;0;928;0;659;113;0;7;20;0;4;0;0;10;0;0;40;435;165;298;4;2;8;0;47;138;5;19;0;467;0;0;662;613;932;647;393;3;0;9;0;0;16;7;0;3;0;0;0;4;0;4;4;0;9;0;0;0;0;0;0;0;3;8;0;0;0;10;4;9;0;0;0;0;0;5;0;0;0;0;7;0;0;0;0;16;0;0;0;0;0;2;0;4;0;0;4;0;23;8;1;0;2;4;0;0;0;0;31;2;0;2;0;0;0;0;0;0;0;0;1;2;7;0;0;0;0;31;0;1;0;1;0;0;0;1;0;0;0;0;0;0;15;2;0;0;1;0;0;5;0;3;0;4;4;0;0;8;6;0;0;10;1;0;5;0;11;9;0;6;0;0;1;3;0;1;0;0;15;0;0;1;2;0;6;0;0;0;0;2;10;0;1;6;0;20;7;0;7;0;0;105;86;0;0;0;1;4;0;0;0;3;4;3;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0;0
51;1152;65;1;0;0;735;198;0;221;0;947;514;107;0;0;0;7;2;1;0;0;1441;0;966;198;0;2;31;0;7;1;0;8;0;0;3;1051;28;179;3;0;4;15;424;263;0;18;0;605;0;0;1293;966;1679;1071;790;4;0;14;0;0;22;4;0;2;0;0;1;1;0;0;5;0;21;0;0;0;0;0;0;0;1;13;0;0;0;4;2;1;1;0;0;0;0;13;1;0;0;0;28;0;0;0;0;17;0;0;0;0;0;4;0;0;0;0;0;0;6;2;2;0;0;17;3;0;0;0;39;4;0;0;0;0;0;0;0;0;0;6;5;0;2;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;35;13;0;0;0;2;0;15;0;24;2;0;3;0;0;19;11;0;0;2;0;0;31;1;4;6;1;13;1;1;0;0;0;0;0;0;11;0;0;0;0;0;5;0;0;0;0;2;0;0;0;40;0;26;12;0;0;0;0;233;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;2;0;1;3;1;0;0;0;0;0;0;0;0
52;2085;352;1;0;0;4182;131;0;537;0;2670;1743;7570;0;0;0;0;4;0;0;0;3342;0;3095;1855;0;0;7;0;13;18;0;19;0;0;347;5448;391;632;13;0;17;772;1557;2491;2;7;0;2598;0;0;5469;4261;5948;2665;4307;3;0;7;5;0;10;3;1;11;0;2;1;1;0;0;1;0;18;0;0;0;0;0;0;0;16;5;0;4;0;1;5;5;2;0;0;1;4;3;2;1;0;0;0;0;0;0;0;2;0;0;0;17;0;5;0;0;0;3;1;0;5;1;11;0;9;6;3;0;0;0;20;14;1;0;8;0;0;0;0;0;0;5;17;0;3;0;1;1;3;1;0;8;0;0;0;0;0;0;0;0;0;3;0;0;2;3;3;0;1;2;0;2;0;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;3;0;1;1;3;1;0;2;4;0;1;0;4;2;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;2;1;0;0;0;0;640;2;0;1;0;4;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;2
