"cell_id";"species";"observations"
1757;"Sturnus_vulgaris";2
1757;"Tadorna_variegata";3
1757;"Turdus_merula";6
1757;"Turdus_philomelos";7
1757;"Zosterops_lateralis";6
1758;"Acanthis_flammea";3
1758;"Acanthisitta_chloris";1
1758;"Anthornis_melanura";9
1758;"Anthus_novaeseelandiae";4
1758;"Branta_canadensis";1
1758;"Coprosma_cheesemanii";2
1758;"Coprosma_depressa";2
1758;"Coprosma_fowerakeri";2
1758;"Fringilla_coelebs";1
1758;"Nestor_meridionalis";1
1758;"Nestor_notabilis";4
1758;"Petroica_macrocephala";2
1758;"Turdus_merula";2
1758;"Zosterops_lateralis";5
1759;"Acanthisitta_chloris";1
1759;"Anthornis_melanura";1
1759;"Aristotelia_serrata";1
1759;"Astelia_nervosa";1
1759;"Coprosma_colensoi";1
1759;"Coprosma_depressa";1
1759;"Coprosma_foetidissima";1
1759;"Coprosma_pseudocuneata";1
1759;"Coprosma_rhamnoides";1
1759;"Coriaria_angustissima";1
1759;"Fringilla_coelebs";1
1759;"Fuchsia_excorticata";1
1759;"Gaultheria_macrostigma";1
1759;"Gerygone_igata";1
1759;"Griselinia_littoralis";1
1759;"Muehlenbeckia_axillaris";1
1759;"Myrsine_divaricata";1
1759;"Neopanax_colensoi";1
1759;"Nestor_meridionalis";2
1759;"Petroica_australis";1
1759;"Petroica_macrocephala";1
1759;"Raukaua_simplex";1
1759;"Rhipidura_fuliginosa";1
1759;"Styphelia_nesophila";1
1759;"Turdus_merula";1
1759;"Zosterops_lateralis";1
1760;"Acanthis_flammea";27
1760;"Acanthisitta_chloris";15
1760;"Anthornis_melanura";47
1760;"Anthus_novaeseelandiae";7
1760;"Astelia_nervosa";2
1760;"Branta_canadensis";12
1760;"Carduelis_carduelis";6
1760;"Chloris_chloris";14
1760;"Coprosma_depressa";1
1760;"Coprosma_pseudocuneata";1
1760;"Cyanoramphus_auriceps";9
1760;"Finschia_novaeseelandiae";9
1760;"Fringilla_coelebs";48
1760;"Gerygone_igata";31
1760;"Griselinia_littoralis";2
1760;"Hemiphaga_novaeseelandiae";5
1760;"Isolepis_habra";1
1760;"Leptospermum_scoparium";1
1760;"Melicytus_alpinus";1
1760;"Myrsine_divaricata";2
1760;"Neopanax_colensoi";1
1760;"Nestor_meridionalis";4
1760;"Nestor_notabilis";4
1760;"Passer_domesticus";4
1760;"Petroica_australis";18
1760;"Petroica_macrocephala";28
1760;"Podocarpus_nivalis";1
1760;"Prosthemadera_novaeseelandiae";13
1760;"Rhipidura_fuliginosa";35
1760;"Sturnus_vulgaris";3
1760;"Tadorna_variegata";6
1760;"Turdus_merula";25
1760;"Turdus_philomelos";15
1760;"Zosterops_lateralis";40
1761;"Acanthis_flammea";4
1761;"Anthornis_melanura";6
1761;"Branta_canadensis";9
1761;"Carduelis_carduelis";1
1761;"Chloris_chloris";1
1761;"Cyanoramphus_auriceps";2
1761;"Fringilla_coelebs";11
1761;"Gerygone_igata";4
1761;"Passer_domesticus";4
1761;"Petroica_macrocephala";2
1761;"Rhipidura_fuliginosa";2
1761;"Sturnus_vulgaris";1
1761;"Tadorna_variegata";2
1761;"Turdus_merula";8
1761;"Turdus_philomelos";4
1761;"Zosterops_lateralis";10
1762;"Acanthis_flammea";4
1762;"Anthornis_melanura";12
1762;"Branta_canadensis";7
1762;"Carduelis_carduelis";8
1762;"Chloris_chloris";9
1762;"Coprosma_linariifolia";1
1762;"Coprosma_propinqua";2
1762;"Coprosma_rhamnoides";1
1762;"Coriaria_arborea";1
1762;"Fringilla_coelebs";19
1762;"Gaultheria_antipoda";1
1762;"Gaultheria_depressa";1
1762;"Gerygone_igata";5
1762;"Griselinia_littoralis";1
1762;"Hemiphaga_novaeseelandiae";1
1762;"Leptecophylla_juniperina";1
1762;"Leptospermum_scoparium";1
1762;"Melicytus_alpinus";1
1762;"Myrsine_divaricata";1
1762;"Neopanax_colensoi";1
1762;"Passer_domesticus";6
1762;"Petroica_australis";1
1762;"Petroica_macrocephala";1
1762;"Prosthemadera_novaeseelandiae";1
1762;"Pseudopanax_crassifolius";1
1762;"Rhipidura_fuliginosa";2
1762;"Rubus_cissoides";1
1762;"Sturnus_vulgaris";6
1762;"Tadorna_variegata";3
1762;"Turdus_merula";7
1762;"Turdus_philomelos";2
1762;"Zosterops_lateralis";13
1763;"Acanthis_flammea";16
1763;"Acanthisitta_chloris";1
1763;"Anthornis_melanura";21
1763;"Anthus_novaeseelandiae";2
1763;"Branta_canadensis";16
1763;"Carduelis_carduelis";13
1763;"Chloris_chloris";14
1763;"Coprosma_linariifolia";1
1763;"Coprosma_propinqua";1
1763;"Coprosma_rhamnoides";2
1763;"Coriaria_arborea";1
1763;"Crataegus_monogyna";1
1763;"Fringilla_coelebs";34
1763;"Gaultheria_antipoda";1
1763;"Gerygone_igata";15
1763;"Griselinia_littoralis";2
1763;"Leptecophylla_juniperina";1
1763;"Leptospermum_scoparium";1
1763;"Melicytus_alpinus";1
1763;"Muehlenbeckia_australis";1
1763;"Passer_domesticus";5
1763;"Petroica_macrocephala";2
1763;"Podocarpus_cunninghamii";1
1763;"Prosthemadera_novaeseelandiae";4
1763;"Pseudopanax_crassifolius";2
1763;"Rhipidura_fuliginosa";10
1763;"Rosa_rubiginosa";1
1763;"Rubus_cissoides";1
1763;"Rubus_fruticosus";1
1763;"Sorbus_aucuparia";1
1763;"Sturnus_vulgaris";11
1763;"Tadorna_variegata";9
1763;"Turdus_merula";24
1763;"Turdus_philomelos";14
1763;"Zosterops_lateralis";22
1764;"Acanthis_flammea";92
1764;"Acanthisitta_chloris";2
1764;"Anthornis_melanura";252
1764;"Anthus_novaeseelandiae";2
1764;"Branta_canadensis";15
1764;"Carduelis_carduelis";126
1764;"Chloris_chloris";128
1764;"Chroicocephalus_novaehollandiae";1
1764;"Finschia_novaeseelandiae";6
1764;"Fringilla_coelebs";334
1764;"Gerygone_igata";70
1764;"Hemiphaga_novaeseelandiae";58
1764;"Nestor_meridionalis";1
1764;"Nestor_notabilis";2
1764;"Passer_domesticus";273
1764;"Petroica_australis";8
1764;"Petroica_macrocephala";9
1764;"Phasianus_colchicus";3
1764;"Porphyrio_melanotus";3
1764;"Prosthemadera_novaeseelandiae";45
1764;"Prunus_laurocerasus";1
1764;"Rhipidura_fuliginosa";140
1764;"Sturnus_vulgaris";216
1764;"Tadorna_variegata";62
1764;"Turdus_merula";348
1764;"Turdus_philomelos";235
1764;"Zosterops_lateralis";208
1765;"Anthornis_melanura";2
1765;"Fringilla_coelebs";4
1765;"Turdus_merula";2
1765;"Turdus_philomelos";2
1765;"Zosterops_lateralis";2
1766;"Acanthis_flammea";10
1766;"Anthornis_melanura";21
1766;"Aristotelia_fruticosa";1
1766;"Astelia_fragrans";1
1766;"Carduelis_carduelis";7
1766;"Carpodetus_serratus";1
1766;"Chloris_chloris";12
1766;"Coprosma_propinqua";1
1766;"Coprosma_rhamnoides";1
1766;"Coriaria_arborea";1
1766;"Corokia_cotoneaster";1
1766;"Finschia_novaeseelandiae";5
1766;"Fringilla_coelebs";21
1766;"Gerygone_igata";10
1766;"Griselinia_littoralis";1
1766;"Hemiphaga_novaeseelandiae";1
1766;"Leptecophylla_juniperina";1
1766;"Leptospermum_scoparium";1
1766;"Leucopogon_fasciculatus";1
1766;"Melicytus_alpinus";1
1766;"Myrsine_divaricata";1
1766;"Passer_domesticus";8
1766;"Pittosporum_tenuifolium";1
1766;"Pseudopanax_arboreus";1
1766;"Pseudopanax_crassifolius";1
1766;"Rhipidura_fuliginosa";10
1766;"Rosa_rubiginosa";1
1766;"Rubus_cissoides";1
1766;"Sorbus_aucuparia";1
1766;"Sturnus_vulgaris";7
1766;"Styphelia_nesophila";1
1766;"Tadorna_variegata";8
1766;"Turdus_merula";19
1766;"Turdus_philomelos";17
1766;"Zosterops_lateralis";21
1767;"Acanthis_flammea";2
1767;"Anthornis_melanura";15
1767;"Carduelis_carduelis";4
1767;"Chloris_chloris";6
1767;"Fringilla_coelebs";14
1767;"Gerygone_igata";5
1767;"Hemiphaga_novaeseelandiae";3
1767;"Passer_domesticus";6
1767;"Petroica_australis";1
1767;"Petroica_macrocephala";3
1767;"Prosthemadera_novaeseelandiae";1
1767;"Rhipidura_fuliginosa";4
1767;"Sturnus_vulgaris";2
1767;"Turdus_merula";8
1767;"Turdus_philomelos";4
1767;"Zosterops_lateralis";10
1768;"Acanthis_flammea";1
1768;"Anthornis_melanura";7
1768;"Carduelis_carduelis";3
1768;"Chloris_chloris";2
1768;"Fringilla_coelebs";8
1768;"Gerygone_igata";1
1768;"Hemiphaga_novaeseelandiae";2
1768;"Rhipidura_fuliginosa";2
1768;"Tadorna_variegata";1
1768;"Turdus_merula";2
1768;"Turdus_philomelos";4
1768;"Zosterops_lateralis";5
1769;"Acanthis_flammea";3
1769;"Anthornis_melanura";22
1769;"Branta_canadensis";1
1769;"Carduelis_carduelis";10
1769;"Chloris_chloris";8
1769;"Chroicocephalus_novaehollandiae";3
1769;"Finschia_novaeseelandiae";1
1769;"Fringilla_coelebs";21
1769;"Gerygone_igata";12
1769;"Hemiphaga_novaeseelandiae";12
1769;"Meleagris_gallopavo";2
1769;"Passer_domesticus";13
1769;"Phasianus_colchicus";1
1769;"Prosthemadera_novaeseelandiae";7
1769;"Rhipidura_fuliginosa";7
1769;"Sturnus_vulgaris";7
1769;"Tadorna_variegata";8
1769;"Turdus_merula";16
1769;"Turdus_philomelos";16
1769;"Zosterops_lateralis";19
1770;"Anthornis_melanura";21
1770;"Anthus_novaeseelandiae";1
1770;"Carduelis_carduelis";9
1770;"Chloris_chloris";4
1770;"Chroicocephalus_novaehollandiae";47
1770;"Finschia_novaeseelandiae";1
1770;"Fringilla_coelebs";14
1770;"Gerygone_igata";12
1770;"Hemiphaga_novaeseelandiae";3
1770;"Passer_domesticus";12
1770;"Phasianus_colchicus";1
1770;"Rhipidura_fuliginosa";13
1770;"Sturnus_vulgaris";10
1770;"Tadorna_variegata";5
1770;"Turdus_merula";16
1770;"Turdus_philomelos";11
1770;"Zosterops_lateralis";20
1771;"Carduelis_carduelis";1
1771;"Fringilla_coelebs";1
1771;"Gerygone_igata";1
1771;"Passer_domesticus";1
1771;"Porphyrio_melanotus";2
1771;"Sturnus_vulgaris";1
1771;"Tadorna_variegata";1
1771;"Turdus_merula";1
1771;"Turdus_philomelos";1
1771;"Zosterops_lateralis";1
1772;"Acanthis_flammea";2
1772;"Anthornis_melanura";9
1772;"Anthus_novaeseelandiae";1
1772;"Berberis_glaucocarpa";1
1772;"Branta_canadensis";1
1772;"Carduelis_carduelis";3
1772;"Chloris_chloris";3
1772;"Chroicocephalus_novaehollandiae";1
1772;"Cordyline_australis";1
1772;"Finschia_novaeseelandiae";3
1772;"Fringilla_coelebs";6
1772;"Gallirallus_australis";13
1772;"Gerygone_igata";6
1772;"Hemiphaga_novaeseelandiae";6
1772;"Passer_domesticus";10
1772;"Petroica_australis";1
1772;"Petroica_macrocephala";5
1772;"Phormium_tenax";1
1772;"Porphyrio_melanotus";18
1772;"Prosthemadera_novaeseelandiae";4
1772;"Rhipidura_fuliginosa";9
1772;"Rubus_fruticosus";1
1772;"Sturnus_vulgaris";8
1772;"Tadorna_variegata";3
1772;"Turdus_merula";12
1772;"Turdus_philomelos";8
1772;"Zosterops_lateralis";12
1773;"Acanthis_flammea";13
1773;"Anthornis_melanura";27
1773;"Anthus_novaeseelandiae";2
1773;"Aristotelia_serrata";1
1773;"Branta_canadensis";1
1773;"Carduelis_carduelis";1
1773;"Carpodetus_serratus";2
1773;"Chloris_chloris";15
1773;"Coprosma_areolata";1
1773;"Coprosma_colensoi";1
1773;"Coprosma_foetidissima";3
1773;"Coprosma_lucida";3
1773;"Coprosma_propinqua";1
1773;"Coprosma_rhamnoides";2
1773;"Coprosma_rigida";2
1773;"Coprosma_rotundifolia";1
1773;"Cotoneaster_glaucophyllus";1
1773;"Dacrycarpus_dacrydioides";4
1773;"Dacrydium_cupressinum";3
1773;"Elaeocarpus_dentatus";4
1773;"Elaeocarpus_hookerianus";4
1773;"Finschia_novaeseelandiae";8
1773;"Fringilla_coelebs";22
1773;"Gallirallus_australis";28
1773;"Gaultheria_antipoda";3
1773;"Gerygone_igata";23
1773;"Griselinia_littoralis";5
1773;"Griselinia_lucida";1
1773;"Hedycarya_arborea";1
1773;"Hemiphaga_novaeseelandiae";10
1773;"Leptecophylla_juniperina";2
1773;"Leucopogon_fasciculatus";2
1773;"Luzuriaga_parviflora";1
1773;"Metrosideros_umbellata";2
1773;"Mohoua_albicilla";1
1773;"Muehlenbeckia_australis";2
1773;"Myrsine_australis";2
1773;"Myrsine_divaricata";3
1773;"Myrsine_salicina";3
1773;"Neomyrtus_pedunculata";3
1773;"Neopanax_colensoi";2
1773;"Passer_domesticus";7
1773;"Pennantia_corymbosa";1
1773;"Petroica_macrocephala";19
1773;"Phormium_tenax";2
1773;"Phyllocladus_trichomanoides";1
1773;"Podocarpus_cunninghamii";2
1773;"Porphyrio_melanotus";6
1773;"Prosthemadera_novaeseelandiae";9
1773;"Prumnopitys_ferruginea";3
1773;"Pseudopanax_crassifolius";3
1773;"Pseudowintera_colorata";3
1773;"Raukaua_simplex";1
1773;"Rhipidura_fuliginosa";22
1773;"Ripogonum_scandens";2
1773;"Rubus_australis";2
1773;"Rubus_cissoides";1
1773;"Rubus_fruticosus";1
1773;"Schefflera_digitata";1
1773;"Sturnus_vulgaris";6
1773;"Tadorna_variegata";9
1773;"Turdus_merula";25
1773;"Turdus_philomelos";9
1773;"Weinmannia_racemosa";3
1773;"Zosterops_lateralis";19
1774;"Acanthis_flammea";3
1774;"Acanthisitta_chloris";3
1774;"Anthornis_melanura";23
1774;"Astelia_fragrans";1
1774;"Carpodetus_serratus";4
1774;"Chloris_chloris";6
1774;"Chroicocephalus_novaehollandiae";2
1774;"Coprosma_areolata";1
1774;"Coprosma_foetidissima";2
1774;"Coprosma_lucida";1
1774;"Coprosma_propinqua";1
1774;"Coprosma_rhamnoides";4
1774;"Coprosma_rotundifolia";3
1774;"Dacrycarpus_dacrydioides";1
1774;"Dacrydium_cupressinum";5
1774;"Elaeocarpus_dentatus";1
1774;"Elaeocarpus_hookerianus";2
1774;"Finschia_novaeseelandiae";3
1774;"Fringilla_coelebs";22
1774;"Gallirallus_australis";24
1774;"Gerygone_igata";23
1774;"Griselinia_littoralis";2
1774;"Hedycarya_arborea";3
1774;"Hemiphaga_novaeseelandiae";17
1774;"Melicytus_ramiflorus";4
1774;"Metrosideros_umbellata";2
1774;"Muehlenbeckia_australis";1
1774;"Myrsine_australis";3
1774;"Myrsine_divaricata";2
1774;"Myrsine_salicina";2
1774;"Neomyrtus_pedunculata";2
1774;"Paratrophis_microphylla";3
1774;"Passer_domesticus";3
1774;"Pennantia_corymbosa";4
1774;"Petroica_australis";1
1774;"Petroica_macrocephala";15
1774;"Pittosporum_eugenioides";1
1774;"Podocarpus_cunninghamii";1
1774;"Porphyrio_melanotus";10
1774;"Prosthemadera_novaeseelandiae";13
1774;"Prumnopitys_ferruginea";2
1774;"Prumnopitys_taxifolia";1
1774;"Pseudopanax_crassifolius";1
1774;"Pseudowintera_colorata";2
1774;"Raukaua_simplex";2
1774;"Rhipidura_fuliginosa";17
1774;"Ripogonum_scandens";1
1774;"Rubus_australis";1
1774;"Schefflera_digitata";1
1774;"Tadorna_variegata";12
1774;"Turdus_merula";19
1774;"Turdus_philomelos";4
1774;"Weinmannia_racemosa";2
1774;"Zosterops_lateralis";19
1775;"Acanthis_flammea";1
1775;"Acanthisitta_chloris";1
1775;"Anthornis_melanura";15
1775;"Aristotelia_serrata";2
1775;"Ascarina_lucida";1
1775;"Carduelis_carduelis";6
1775;"Carpodetus_serratus";2
1775;"Chloris_chloris";5
1775;"Coprosma_colensoi";1
1775;"Coprosma_foetidissima";1
1775;"Coprosma_lucida";1
1775;"Coprosma_rhamnoides";2
1775;"Coprosma_rotundifolia";1
1775;"Dacrycarpus_dacrydioides";1
1775;"Dacrydium_cupressinum";3
1775;"Elaeocarpus_dentatus";2
1775;"Finschia_novaeseelandiae";1
1775;"Fringilla_coelebs";19
1775;"Gallirallus_australis";13
1775;"Gerygone_igata";17
1775;"Griselinia_littoralis";2
1775;"Hedycarya_arborea";1
1775;"Hemiphaga_novaeseelandiae";12
1775;"Melicytus_ramiflorus";2
1775;"Myrsine_salicina";2
1775;"Neopanax_colensoi";1
1775;"Nestor_notabilis";1
1775;"Paratrophis_microphylla";1
1775;"Passer_domesticus";12
1775;"Pennantia_corymbosa";1
1775;"Petroica_macrocephala";9
1775;"Phyllocladus_trichomanoides";1
1775;"Pittosporum_eugenioides";1
1775;"Porphyrio_melanotus";8
1775;"Prosthemadera_novaeseelandiae";13
1775;"Prumnopitys_ferruginea";1
1775;"Pseudopanax_crassifolius";1
1775;"Raukaua_simplex";2
1775;"Rhipidura_fuliginosa";14
1775;"Ripogonum_scandens";1
1775;"Schefflera_digitata";1
1775;"Sturnus_vulgaris";6
1775;"Tadorna_variegata";20
1775;"Turdus_merula";15
1775;"Turdus_philomelos";15
1775;"Weinmannia_racemosa";1
1775;"Zosterops_lateralis";14
1776;"Anthornis_melanura";8
1776;"Aristotelia_serrata";1
1776;"Carduelis_carduelis";1
1776;"Carpodetus_serratus";2
1776;"Chloris_chloris";1
1776;"Coprosma_foetidissima";3
1776;"Coprosma_lucida";1
1776;"Coprosma_propinqua";2
1776;"Coprosma_rhamnoides";3
1776;"Coprosma_rotundifolia";2
1776;"Cordyline_australis";1
1776;"Dacrycarpus_dacrydioides";2
1776;"Dacrydium_cupressinum";3
1776;"Elaeocarpus_dentatus";3
1776;"Elaeocarpus_hookerianus";2
1776;"Fringilla_coelebs";1
1776;"Gallirallus_australis";3
1776;"Gerygone_igata";7
1776;"Griselinia_littoralis";1
1776;"Hedycarya_arborea";1
1776;"Hemiphaga_novaeseelandiae";5
1776;"Leucopogon_fasciculatus";1
1776;"Metrosideros_umbellata";1
1776;"Myrsine_australis";2
1776;"Myrsine_divaricata";2
1776;"Myrsine_salicina";3
1776;"Neomyrtus_pedunculata";4
1776;"Passer_domesticus";2
1776;"Petroica_macrocephala";3
1776;"Phormium_tenax";4
1776;"Pittosporum_tenuifolium";1
1776;"Podocarpus_cunninghamii";1
1776;"Podocarpus_totara";1
1776;"Porphyrio_melanotus";1
1776;"Prosthemadera_novaeseelandiae";1
1776;"Prumnopitys_ferruginea";3
1776;"Prumnopitys_taxifolia";1
1776;"Pseudopanax_crassifolius";3
1776;"Pseudowintera_colorata";3
1776;"Rhipidura_fuliginosa";6
1776;"Ripogonum_scandens";1
1776;"Rubus_australis";1
1776;"Sturnus_vulgaris";5
1776;"Tadorna_variegata";7
1776;"Turdus_merula";5
1776;"Turdus_philomelos";2
1776;"Weinmannia_racemosa";2
1776;"Zosterops_lateralis";7
1777;"Acanthis_flammea";3
1777;"Acanthisitta_chloris";9
1777;"Anthornis_melanura";15
1777;"Anthus_novaeseelandiae";1
1777;"Astelia_nervosa";1
1777;"Carduelis_carduelis";2
1777;"Chloris_chloris";1
1777;"Chroicocephalus_novaehollandiae";1
1777;"Coprosma_cheesemanii";1
1777;"Coprosma_colensoi";4
1777;"Coprosma_foetidissima";2
1777;"Coprosma_lucida";1
1777;"Coprosma_pseudocuneata";2
1777;"Coprosma_rhamnoides";1
1777;"Dacrydium_cupressinum";1
1777;"Elaeocarpus_hookerianus";2
1777;"Fringilla_coelebs";10
1777;"Gallirallus_australis";11
1777;"Gaultheria_antipoda";1
1777;"Gerygone_igata";14
1777;"Griselinia_littoralis";3
1777;"Halocarpus_biformis";2
1777;"Hemiphaga_novaeseelandiae";6
1777;"Leptospermum_scoparium";1
1777;"Luzuriaga_parviflora";2
1777;"Metrosideros_umbellata";3
1777;"Myrsine_australis";2
1777;"Myrsine_divaricata";4
1777;"Myrsine_salicina";1
1777;"Neomyrtus_pedunculata";3
1777;"Nestor_meridionalis";10
1777;"Nestor_notabilis";9
1777;"Passer_domesticus";1
1777;"Petroica_australis";10
1777;"Petroica_macrocephala";14
1777;"Podocarpus_cunninghamii";3
1777;"Porphyrio_melanotus";1
1777;"Prosthemadera_novaeseelandiae";7
1777;"Prumnopitys_ferruginea";3
1777;"Pseudopanax_crassifolius";2
1777;"Pseudowintera_colorata";3
1777;"Raukaua_simplex";2
1777;"Rhipidura_fuliginosa";15
1777;"Rubus_cissoides";1
1777;"Sturnus_vulgaris";1
1777;"Tadorna_variegata";5
1777;"Turdus_merula";10
1777;"Turdus_philomelos";2
1777;"Weinmannia_racemosa";3
1777;"Zosterops_lateralis";15
1778;"Acanthis_flammea";1
1778;"Acanthisitta_chloris";1
1778;"Anthornis_melanura";1
1778;"Anthus_novaeseelandiae";1
1778;"Astelia_nervosa";1
1778;"Coprosma_depressa";1
1778;"Coprosma_foetidissima";1
1778;"Coprosma_perpusilla";1
1778;"Coprosma_pseudocuneata";1
1778;"Dracophyllum_longifolium";1
1778;"Fringilla_coelebs";1
1778;"Gallirallus_australis";1
1778;"Gerygone_igata";1
1778;"Griselinia_littoralis";1
1778;"Halocarpus_biformis";1
1778;"Hemiphaga_novaeseelandiae";1
1778;"Luzuriaga_parviflora";1
1778;"Myrsine_divaricata";1
1778;"Neomyrtus_pedunculata";1
1778;"Neopanax_colensoi";1
1778;"Nestor_meridionalis";1
1778;"Nestor_notabilis";1
1778;"Petroica_macrocephala";1
1778;"Phormium_colensoi";1
1778;"Prosthemadera_novaeseelandiae";1
1778;"Pseudowintera_colorata";1
1778;"Raukaua_simplex";1
1778;"Rhipidura_fuliginosa";1
1778;"Rubus_cissoides";1
1778;"Turdus_merula";1
1778;"Zosterops_lateralis";1
1779;"Acanthisitta_chloris";1
1779;"Anthornis_melanura";1
1779;"Anthus_novaeseelandiae";1
1779;"Aristotelia_fruticosa";1
1779;"Astelia_fragrans";3
1779;"Astelia_nervosa";1
1779;"Coprosma_colensoi";6
1779;"Coprosma_depressa";3
1779;"Coprosma_foetidissima";5
1779;"Coprosma_linariifolia";1
1779;"Coprosma_pseudocuneata";4
1779;"Coriaria_angustissima";1
1779;"Dracophyllum_longifolium";1
1779;"Fringilla_coelebs";1
1779;"Gaultheria_antipoda";1
1779;"Gerygone_igata";1
1779;"Griselinia_littoralis";5
1779;"Halocarpus_biformis";1
1779;"Hymenolaimus_malacorhynchos";1
1779;"Luzuriaga_parviflora";1
1779;"Myrsine_divaricata";1
1779;"Neopanax_colensoi";3
1779;"Nestor_meridionalis";1
1779;"Nestor_notabilis";1
1779;"Petroica_australis";1
1779;"Petroica_macrocephala";1
1779;"Phormium_colensoi";1
1779;"Prosthemadera_novaeseelandiae";1
1779;"Pseudopanax_crassifolius";1
1779;"Pseudowintera_colorata";1
1779;"Raukaua_simplex";4
1779;"Rhipidura_fuliginosa";1
1779;"Turdus_merula";1
1780;"Acanthis_flammea";2
1780;"Acanthisitta_chloris";4
1780;"Anthornis_melanura";6
1780;"Anthus_novaeseelandiae";5
1780;"Aristotelia_serrata";2
1780;"Astelia_fragrans";4
1780;"Astelia_nervosa";1
1780;"Branta_canadensis";2
1780;"Carpodetus_serratus";5
1780;"Coprosma_cheesemanii";1
1780;"Coprosma_colensoi";13
1780;"Coprosma_depressa";15
1780;"Coprosma_foetidissima";12
1780;"Coprosma_fowerakeri";1
1780;"Coprosma_linariifolia";7
1780;"Coprosma_parviflora";1
1780;"Coprosma_perpusilla";1
1780;"Coprosma_propinqua";3
1780;"Coprosma_pseudocuneata";11
1780;"Coprosma_rhamnoides";9
1780;"Coprosma_serrulata";1
1780;"Cyanoramphus_auriceps";1
1780;"Dracophyllum_longifolium";2
1780;"Elaeocarpus_hookerianus";1
1780;"Fringilla_coelebs";2
1780;"Fuchsia_excorticata";2
1780;"Gaultheria_antipoda";1
1780;"Gaultheria_depressa";1
1780;"Gerygone_igata";2
1780;"Griselinia_littoralis";15
1780;"Myrsine_divaricata";12
1780;"Neomyrtus_pedunculata";1
1780;"Neopanax_colensoi";2
1780;"Nestor_meridionalis";1
1780;"Nestor_notabilis";5
1780;"Petroica_australis";1
1780;"Petroica_macrocephala";6
1780;"Podocarpus_cunninghamii";3
1780;"Podocarpus_nivalis";1
1780;"Pseudopanax_crassifolius";5
1780;"Pseudowintera_colorata";1
1780;"Raukaua_simplex";10
1780;"Rhipidura_fuliginosa";2
1780;"Rubus_cissoides";7
1780;"Tadorna_variegata";1
1780;"Turdus_merula";2
1780;"Turdus_philomelos";1
1780;"Zosterops_lateralis";3
1781;"Acanthis_flammea";3
1781;"Acanthisitta_chloris";8
1781;"Anthornis_melanura";11
1781;"Anthus_novaeseelandiae";2
1781;"Aristotelia_serrata";1
1781;"Astelia_fragrans";1
1781;"Astelia_nervosa";1
1781;"Branta_canadensis";7
1781;"Carpodetus_serratus";2
1781;"Chloris_chloris";1
1781;"Coprosma_cheesemanii";1
1781;"Coprosma_colensoi";7
1781;"Coprosma_depressa";10
1781;"Coprosma_foetidissima";7
1781;"Coprosma_fowerakeri";1
1781;"Coprosma_linariifolia";6
1781;"Coprosma_lucida";1
1781;"Coprosma_parviflora";2
1781;"Coprosma_propinqua";3
1781;"Coprosma_pseudocuneata";12
1781;"Coprosma_rhamnoides";5
1781;"Coprosma_rugosa";1
1781;"Cyanoramphus_auriceps";4
1781;"Dracophyllum_longifolium";1
1781;"Elaeocarpus_hookerianus";1
1781;"Finschia_novaeseelandiae";3
1781;"Fringilla_coelebs";5
1781;"Fuchsia_excorticata";1
1781;"Gallirallus_australis";2
1781;"Gaultheria_antipoda";1
1781;"Gaultheria_depressa";4
1781;"Gerygone_igata";6
1781;"Griselinia_littoralis";16
1781;"Hemiphaga_novaeseelandiae";1
1781;"Leptecophylla_juniperina";1
1781;"Muehlenbeckia_axillaris";1
1781;"Myrsine_divaricata";8
1781;"Neopanax_colensoi";2
1781;"Nestor_meridionalis";5
1781;"Nestor_notabilis";4
1781;"Pentachondra_pumila";1
1781;"Peraxilla_tetrapetala";1
1781;"Petroica_australis";8
1781;"Petroica_macrocephala";6
1781;"Podocarpus_nivalis";1
1781;"Prosthemadera_novaeseelandiae";2
1781;"Pseudopanax_crassifolius";6
1781;"Raukaua_simplex";6
1781;"Rhipidura_fuliginosa";6
1781;"Rubus_cissoides";3
1781;"Sturnus_vulgaris";2
1781;"Styphelia_nesophila";1
1781;"Tadorna_variegata";4
1781;"Turdus_merula";7
1781;"Turdus_philomelos";2
1781;"Zosterops_lateralis";7
1782;"Acanthis_flammea";1
1782;"Acanthisitta_chloris";1
1782;"Anthornis_melanura";2
1782;"Branta_canadensis";1
1782;"Cyanoramphus_auriceps";3
1782;"Gerygone_igata";2
1782;"Nestor_meridionalis";3
1782;"Petroica_australis";2
1782;"Petroica_macrocephala";2
1782;"Prosthemadera_novaeseelandiae";1
1782;"Rhipidura_fuliginosa";1
1782;"Tadorna_variegata";2
1782;"Turdus_merula";2
1782;"Zosterops_lateralis";2
1783;"Acanthis_flammea";1
1783;"Branta_canadensis";2
1783;"Carduelis_carduelis";2
1783;"Chloris_chloris";1
1783;"Coprosma_depressa";1
1783;"Coprosma_perpusilla";1
1783;"Fringilla_coelebs";2
1783;"Gerygone_igata";2
1783;"Hemiphaga_novaeseelandiae";1
1783;"Podocarpus_nivalis";1
1783;"Sturnus_vulgaris";2
1783;"Tadorna_variegata";3
1783;"Turdus_merula";2
1783;"Turdus_philomelos";3
1783;"Zosterops_lateralis";2
1784;"Acanthis_flammea";2
1784;"Anthornis_melanura";11
1784;"Anthus_novaeseelandiae";1
1784;"Branta_canadensis";8
1784;"Carduelis_carduelis";1
1784;"Chloris_chloris";2
1784;"Coprosma_crassifolia";1
1784;"Coprosma_linariifolia";1
1784;"Coprosma_propinqua";1
1784;"Coprosma_rhamnoides";1
