"species";"guild";"status";"n";"trait";"mean.value";"sd.value"
"Fuchsia_excorticata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Fuchsia_perscandens";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Fuchsia_perscandens";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Fuchsia_perscandens";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Fuchsia_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Fuchsia_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Fuchsia_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8,5;NA
"Gaultheria_antipoda";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Gaultheria_antipoda";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Gaultheria_antipoda";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Gaultheria_depressa";"plants";"Native";1;"FRUIT_DIAMETER_mm";12;NA
"Gaultheria_depressa";"plants";"Native";1;"FRUIT_LENGTH_mm";12;NA
"Gaultheria_depressa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,1;NA
"Gaultheria_macrostigma";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Gaultheria_macrostigma";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Gaultheria_macrostigma";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,1;NA
"Geniostoma_ligustrifolium";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Geniostoma_ligustrifolium";"plants";"Native";1;"FRUIT_LENGTH_mm";7,5;NA
"Geniostoma_ligustrifolium";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Geniostoma_rupestre";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Geniostoma_rupestre";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Geniostoma_rupestre";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Griselinia_littoralis";"plants";"Native";3;"FRUIT_DIAMETER_mm";3,46666666666667;0,503322295684717
"Griselinia_littoralis";"plants";"Native";3;"FRUIT_LENGTH_mm";5,53333333333333;0,873689494805411
"Griselinia_littoralis";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;0
"Griselinia_lucida";"plants";"Native";3;"FRUIT_DIAMETER_mm";2,63333333333333;0,513160143944688
"Griselinia_lucida";"plants";"Native";3;"FRUIT_LENGTH_mm";5,1;0,529150262212918
"Griselinia_lucida";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;0
"Griselinia_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,05;NA
"Griselinia_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,315;NA
"Griselinia_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";11,5;NA
"Gunnera_tinctoria";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";2;NA
"Gunnera_tinctoria";"plants";"Exotic";1;"FRUIT_LENGTH_mm";2;NA
"Gunnera_tinctoria";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Halocarpus_biformis";"plants";"Native";3;"FRUIT_DIAMETER_mm";2,4;0,1
"Halocarpus_biformis";"plants";"Native";3;"FRUIT_LENGTH_mm";3,73333333333333;0,23094010767585
"Halocarpus_biformis";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;0
"Hedera_helix";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Hedera_helix";"plants";"Exotic";1;"FRUIT_LENGTH_mm";7;NA
"Hedera_helix";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Hedycarya_arborea";"plants";"Native";1;"FRUIT_DIAMETER_mm";12;NA
"Hedycarya_arborea";"plants";"Native";1;"FRUIT_LENGTH_mm";15;NA
"Hedycarya_arborea";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Hedychium_gardnerianum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";1;NA
"Hedychium_gardnerianum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";1;NA
"Hedychium_gardnerianum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Idesia_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Idesia_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Idesia_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Ileostylus_micranthus";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Ileostylus_micranthus";"plants";"Native";1;"FRUIT_LENGTH_mm";6,5;NA
"Ileostylus_micranthus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Ilex_aquifolium";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Ilex_aquifolium";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Ilex_aquifolium";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Isolepis_habra";"plants";"Native";1;"FRUIT_DIAMETER_mm";0,7;NA
"Isolepis_habra";"plants";"Native";1;"FRUIT_LENGTH_mm";1,2;NA
"Isolepis_habra";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,3;NA
"Jasminum_officinale";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Jasminum_officinale";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Jasminum_officinale";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9,14;NA
"Knightia_excelsa";"plants";"Native";4;"FRUIT_DIAMETER_mm";8,375;2,61836462956047
"Knightia_excelsa";"plants";"Native";4;"FRUIT_LENGTH_mm";35,9;5,08658366031007
"Knightia_excelsa";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;0
"Lantana_camara";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Lantana_camara";"plants";"Exotic";1;"FRUIT_LENGTH_mm";5;NA
"Lantana_camara";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Laurus_nobilis";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";9;NA
"Laurus_nobilis";"plants";"Exotic";1;"FRUIT_LENGTH_mm";12;NA
"Laurus_nobilis";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";7;NA
"Lepidothamnus_intermedius";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Lepidothamnus_intermedius";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Lepidothamnus_intermedius";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Lepidothamnus_laxifolius";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Lepidothamnus_laxifolius";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Lepidothamnus_laxifolius";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,5;NA
"Leptecophylla_juniperina";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Leptecophylla_juniperina";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Leptecophylla_juniperina";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Leptospermum_scoparium";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Leptospermum_scoparium";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Leptospermum_scoparium";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Leucopogon_fasciculatus";"plants";"Native";1;"FRUIT_DIAMETER_mm";3;NA
"Leucopogon_fasciculatus";"plants";"Native";1;"FRUIT_LENGTH_mm";3;NA
"Leucopogon_fasciculatus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Leucopogon_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,5;NA
"Leucopogon_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,5;NA
"Leucopogon_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2,575;NA
"Leycesteria_formosa";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Leycesteria_formosa";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Leycesteria_formosa";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Ligustrum_lucidum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Ligustrum_lucidum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Ligustrum_lucidum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";14;NA
"Ligustrum_ovalifolium";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Ligustrum_ovalifolium";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Ligustrum_ovalifolium";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Ligustrum_sinense";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";4;NA
"Ligustrum_sinense";"plants";"Exotic";1;"FRUIT_LENGTH_mm";5;NA
"Ligustrum_sinense";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Ligustrum_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";4,667;NA
"Ligustrum_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";5,667;NA
"Ligustrum_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Litsea_calicaris";"plants";"Native";1;"FRUIT_DIAMETER_mm";12,5;NA
"Litsea_calicaris";"plants";"Native";1;"FRUIT_LENGTH_mm";17,5;NA
"Litsea_calicaris";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Lonicera_japonica";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Lonicera_japonica";"plants";"Exotic";1;"FRUIT_LENGTH_mm";5;NA
"Lonicera_japonica";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Lophomyrtus_bullata";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Lophomyrtus_bullata";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Lophomyrtus_bullata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Lophomyrtus_obcordata";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Lophomyrtus_obcordata";"plants";"Native";1;"FRUIT_LENGTH_mm";6,5;NA
"Lophomyrtus_obcordata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Luzuriaga_parviflora";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Luzuriaga_parviflora";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Luzuriaga_parviflora";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,2;NA
"Lycium_ferocissimum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Lycium_ferocissimum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Lycium_ferocissimum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Macropiper_excelsum";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Macropiper_excelsum";"plants";"Native";1;"FRUIT_LENGTH_mm";40;NA
"Macropiper_excelsum";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Malus_domestica";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";55;NA
"Malus_domestica";"plants";"Exotic";1;"FRUIT_LENGTH_mm";55;NA
"Malus_domestica";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Melicytus_alpinus";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Melicytus_alpinus";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Melicytus_alpinus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Melicytus_chathamicus";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Melicytus_chathamicus";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Melicytus_chathamicus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Melicytus_lanceolatus";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Melicytus_lanceolatus";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Melicytus_lanceolatus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Melicytus_obovatus";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Melicytus_obovatus";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Melicytus_obovatus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Melicytus_ramiflorus";"plants";"Native";1;"FRUIT_DIAMETER_mm";3;NA
"Melicytus_ramiflorus";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Melicytus_ramiflorus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Melicytus_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,6;NA
"Melicytus_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";4,8;NA
"Melicytus_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Meryta_sinclairii";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Meryta_sinclairii";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Meryta_sinclairii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Metrosideros_umbellata";"plants";"Native";1;"FRUIT_DIAMETER_mm";9;NA
"Metrosideros_umbellata";"plants";"Native";1;"FRUIT_LENGTH_mm";9;NA
"Metrosideros_umbellata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Mida_salicifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Mida_salicifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";9,5;NA
"Mida_salicifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Muehlenbeckia_astonii";"plants";"Native";1;"FRUIT_DIAMETER_mm";1,25;NA
"Muehlenbeckia_astonii";"plants";"Native";1;"FRUIT_LENGTH_mm";2,25;NA
"Muehlenbeckia_astonii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Muehlenbeckia_australis";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Muehlenbeckia_australis";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Muehlenbeckia_australis";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Muehlenbeckia_axillaris";"plants";"Native";1;"FRUIT_DIAMETER_mm";2;NA
"Muehlenbeckia_axillaris";"plants";"Native";1;"FRUIT_LENGTH_mm";3;NA
"Muehlenbeckia_axillaris";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Muehlenbeckia_complexa";"plants";"Native";1;"FRUIT_DIAMETER_mm";1,75;NA
"Muehlenbeckia_complexa";"plants";"Native";1;"FRUIT_LENGTH_mm";2;NA
"Muehlenbeckia_complexa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Muehlenbeckia_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";2,25;NA
"Muehlenbeckia_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";2,812;NA
"Muehlenbeckia_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5,25;NA
"Myoporum_laetum";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Myoporum_laetum";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Myoporum_laetum";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Myrsine_australis";"plants";"Native";1;"FRUIT_DIAMETER_mm";3;NA
"Myrsine_australis";"plants";"Native";1;"FRUIT_LENGTH_mm";3;NA
"Myrsine_australis";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Myrsine_chathamica";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Myrsine_chathamica";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Myrsine_chathamica";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Myrsine_divaricata";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Myrsine_divaricata";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Myrsine_divaricata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Myrsine_salicina";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Myrsine_salicina";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Myrsine_salicina";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Myrsine_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,5;NA
"Myrsine_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,75;NA
"Myrsine_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8,5;NA
"Neomyrtus_pedunculata";"plants";"Native";3;"FRUIT_DIAMETER_mm";4,83333333333333;0,288675134594813
"Neomyrtus_pedunculata";"plants";"Native";3;"FRUIT_LENGTH_mm";6;0,4
"Neomyrtus_pedunculata";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;0
"Neopanax_colensoi";"plants";"Native";2;"FRUIT_DIAMETER_mm";5;0
"Neopanax_colensoi";"plants";"Native";2;"FRUIT_LENGTH_mm";5;0
"Neopanax_colensoi";"plants";"Native";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;0
"Nertera_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Nertera_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Nertera_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,07;NA
"Nestegis_cunninghamii";"plants";"Native";1;"FRUIT_DIAMETER_mm";7,5;NA
"Nestegis_cunninghamii";"plants";"Native";1;"FRUIT_LENGTH_mm";17,5;NA
"Nestegis_cunninghamii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";25;NA
"Nestegis_lanceolata";"plants";"Native";1;"FRUIT_DIAMETER_mm";9;NA
"Nestegis_lanceolata";"plants";"Native";1;"FRUIT_LENGTH_mm";11;NA
"Nestegis_lanceolata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Nestegis_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";8,25;NA
"Nestegis_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";14,25;NA
"Nestegis_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Olea_europaea";"plants";NA;1;"FRUIT_DIAMETER_mm";6;NA
"Olea_europaea";"plants";NA;1;"FRUIT_LENGTH_mm";7;NA
"Olea_europaea";"plants";NA;1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Paratrophis_microphylla";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,5;NA
"Paratrophis_microphylla";"plants";"Native";1;"FRUIT_LENGTH_mm";4,5;NA
"Paratrophis_microphylla";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Parsonsia_heterophylla";"plants";"Native";4;"FRUIT_DIAMETER_mm";3,65;0,532290647422377
"Parsonsia_heterophylla";"plants";"Native";4;"FRUIT_LENGTH_mm";113,675;26,4115347275895
"Parsonsia_heterophylla";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;0
"Passiflora_edulis";"plants";NA;1;"FRUIT_DIAMETER_mm";52;NA
"Passiflora_edulis";"plants";NA;1;"FRUIT_LENGTH_mm";56;NA
"Passiflora_edulis";"plants";NA;1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Passiflora_tarminiana";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";40;NA
"Passiflora_tarminiana";"plants";"Exotic";1;"FRUIT_LENGTH_mm";105;NA
"Passiflora_tarminiana";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Passiflora_tetrandra";"plants";"Native";1;"FRUIT_DIAMETER_mm";200;NA
"Passiflora_tetrandra";"plants";"Native";1;"FRUIT_LENGTH_mm";270;NA
"Passiflora_tetrandra";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Passiflora_tripartita";"plants";NA;1;"FRUIT_DIAMETER_mm";25;NA
"Passiflora_tripartita";"plants";NA;1;"FRUIT_LENGTH_mm";95;NA
"Passiflora_tripartita";"plants";NA;1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Pennantia_corymbosa";"plants";"Native";3;"FRUIT_DIAMETER_mm";5,43333333333333;1,69213868619961
"Pennantia_corymbosa";"plants";"Native";3;"FRUIT_LENGTH_mm";8,73333333333333;2,54230866208911
"Pennantia_corymbosa";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;0
"Pentachondra_pumila";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Pentachondra_pumila";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Pentachondra_pumila";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,04;NA
"Peraxilla_colensoi";"plants";"Native";2;"FRUIT_DIAMETER_mm";4,75;0,353553390593274
"Peraxilla_colensoi";"plants";"Native";2;"FRUIT_LENGTH_mm";5,7;0,848528137423857
"Peraxilla_colensoi";"plants";"Native";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;0
"Peraxilla_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,625;NA
"Peraxilla_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,1;NA
"Peraxilla_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Peraxilla_tetrapetala";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,5;NA
"Peraxilla_tetrapetala";"plants";"Native";1;"FRUIT_LENGTH_mm";4,5;NA
"Peraxilla_tetrapetala";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Phoenix_canariensis";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";10;NA
"Phoenix_canariensis";"plants";"Exotic";1;"FRUIT_LENGTH_mm";20;NA
"Phoenix_canariensis";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Phormium_colensoi";"plants";"Native";4;"FRUIT_DIAMETER_mm";12,7;0,909212113132391
"Phormium_colensoi";"plants";"Native";4;"FRUIT_LENGTH_mm";79,825;4,98890435533361
"Phormium_colensoi";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;0
"Phormium_tenax";"plants";"Native";2;"FRUIT_DIAMETER_mm";18,25;1,06066017177982
"Phormium_tenax";"plants";"Native";2;"FRUIT_LENGTH_mm";80;6,36396103067893
"Phormium_tenax";"plants";"Native";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;0
"Phyllocladus_trichomanoides";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Phyllocladus_trichomanoides";"plants";"Native";1;"FRUIT_LENGTH_mm";6,5;NA
"Phyllocladus_trichomanoides";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Phytolacca_icosandra";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Phytolacca_icosandra";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Phytolacca_icosandra";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Pisonia_brunoniana";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Pisonia_brunoniana";"plants";"Native";1;"FRUIT_LENGTH_mm";32,5;NA
"Pisonia_brunoniana";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Pittosporum_crassifolium";"plants";"Native";1;"FRUIT_DIAMETER_mm";15;NA
"Pittosporum_crassifolium";"plants";"Native";1;"FRUIT_LENGTH_mm";15;NA
"Pittosporum_crassifolium";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Pittosporum_eugenioides";"plants";"Native";4;"FRUIT_DIAMETER_mm";4,5;0,382970843102535
"Pittosporum_eugenioides";"plants";"Native";4;"FRUIT_LENGTH_mm";7,175;0,639661368746516
"Pittosporum_eugenioides";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;0
"Pittosporum_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";9,8667;NA
"Pittosporum_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";11,29167;NA
"Pittosporum_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10,333;NA
"Pittosporum_tenuifolium";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Pittosporum_tenuifolium";"plants";"Native";1;"FRUIT_LENGTH_mm";12;NA
"Pittosporum_tenuifolium";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9;NA
"Plagianthus_regius";"plants";"Native";3;"FRUIT_DIAMETER_mm";3,46666666666667;0,702376916856849
"Plagianthus_regius";"plants";"Native";3;"FRUIT_LENGTH_mm";4,03333333333333;0,152752523165195
"Plagianthus_regius";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;0
