"cell_id";"guild";"record.type";"richness"
1574;"plants";"NVS";7
1575;"birds";"GBIF";20
1575;"birds";"TIER1";18
1575;"plants";"NVS";18
1576;"birds";"GBIF";25
1577;"birds";"GBIF";17
1577;"birds";"TIER1";17
1577;"plants";"NVS";12
1578;"birds";"GBIF";25
1578;"birds";"TIER1";14
1578;"plants";"GBIF";1
1578;"plants";"NVS";15
1579;"birds";"GBIF";15
1579;"birds";"TIER1";18
1579;"plants";"NVS";9
1580;"birds";"GBIF";28
1580;"birds";"TIER1";7
1580;"plants";"GBIF";2
1580;"plants";"NVS";18
1581;"birds";"GBIF";22
1581;"plants";"NVS";13
1582;"birds";"GBIF";11
1582;"birds";"TIER1";10
1582;"plants";"GBIF";5
1582;"plants";"NVS";5
1583;"birds";"GBIF";10
1583;"birds";"TIER1";12
1583;"plants";"GBIF";5
1583;"plants";"NVS";17
1584;"birds";"GBIF";6
1584;"birds";"TIER1";11
1584;"plants";"GBIF";1
1584;"plants";"NVS";6
1585;"plants";"GBIF";1
1585;"plants";"NVS";8
1586;"birds";"GBIF";14
1587;"birds";"GBIF";10
1588;"birds";"GBIF";17
1590;"birds";"GBIF";16
1590;"plants";"NVS";38
1591;"birds";"GBIF";21
1591;"plants";"NVS";21
1592;"birds";"GBIF";10
1593;"birds";"GBIF";14
1594;"birds";"GBIF";21
1594;"birds";"TIER1";17
1594;"plants";"GBIF";8
1594;"plants";"NVS";38
1595;"birds";"GBIF";9
1595;"birds";"TIER1";16
1595;"plants";"GBIF";5
1595;"plants";"NVS";27
1596;"birds";"GBIF";13
1596;"birds";"TIER1";19
1596;"plants";"GBIF";4
1596;"plants";"NVS";28
1597;"birds";"GBIF";19
1597;"birds";"TIER1";19
1597;"plants";"GBIF";2
1597;"plants";"NVS";28
1598;"birds";"GBIF";8
1598;"birds";"TIER1";17
1598;"plants";"NVS";13
1599;"birds";"GBIF";11
1599;"birds";"TIER1";19
1599;"plants";"GBIF";1
1599;"plants";"NVS";10
1600;"birds";"GBIF";20
1600;"birds";"TIER1";17
1600;"plants";"GBIF";1
1600;"plants";"NVS";21
1601;"birds";"GBIF";14
1601;"birds";"TIER1";17
1601;"plants";"GBIF";4
1601;"plants";"NVS";22
1602;"birds";"GBIF";20
1602;"birds";"TIER1";17
1602;"plants";"GBIF";1
1602;"plants";"NVS";14
1603;"birds";"GBIF";13
1603;"birds";"TIER1";14
1603;"plants";"GBIF";2
1603;"plants";"NVS";15
1604;"birds";"GBIF";25
1604;"birds";"TIER1";20
1604;"plants";"GBIF";3
1604;"plants";"NVS";27
1605;"birds";"GBIF";20
1605;"birds";"TIER1";12
1605;"plants";"GBIF";1
1605;"plants";"NVS";9
1606;"birds";"GBIF";20
1606;"birds";"TIER1";17
1606;"plants";"GBIF";4
1606;"plants";"NVS";4
1607;"birds";"GBIF";3
1607;"birds";"TIER1";8
1607;"plants";"NVS";9
1608;"birds";"GBIF";12
1608;"birds";"TIER1";14
1608;"plants";"NVS";4
1610;"birds";"GBIF";16
1610;"birds";"TIER1";9
1610;"plants";"NVS";5
1611;"birds";"GBIF";18
1611;"plants";"NVS";5
1612;"birds";"GBIF";14
1613;"plants";"NVS";14
1614;"birds";"GBIF";18
1614;"plants";"GBIF";13
1614;"plants";"NVS";10
1615;"birds";"GBIF";19
1615;"plants";"GBIF";24
1616;"birds";"GBIF";19
1617;"birds";"GBIF";22
1618;"birds";"TIER1";15
1618;"plants";"GBIF";1
1618;"plants";"NVS";1
1619;"birds";"GBIF";1
1619;"birds";"TIER1";6
1619;"plants";"GBIF";3
1619;"plants";"NVS";13
1620;"birds";"GBIF";10
1620;"birds";"TIER1";16
1620;"plants";"GBIF";3
1620;"plants";"NVS";21
1621;"birds";"GBIF";20
1622;"birds";"GBIF";18
1622;"birds";"TIER1";11
1622;"plants";"NVS";20
1623;"birds";"GBIF";12
1623;"birds";"TIER1";13
1623;"plants";"NVS";12
1624;"birds";"GBIF";19
1624;"birds";"TIER1";16
1624;"plants";"GBIF";1
1624;"plants";"NVS";16
1625;"birds";"GBIF";12
1625;"birds";"TIER1";11
1625;"plants";"NVS";9
1626;"birds";"GBIF";7
1626;"birds";"TIER1";14
1626;"plants";"GBIF";8
1627;"birds";"GBIF";17
1627;"birds";"TIER1";17
1627;"plants";"GBIF";7
1627;"plants";"NVS";14
1628;"birds";"GBIF";15
1628;"birds";"TIER1";4
1628;"plants";"NVS";5
1629;"birds";"GBIF";16
1629;"plants";"GBIF";3
1629;"plants";"NVS";4
1630;"birds";"GBIF";13
1630;"birds";"TIER1";3
1630;"plants";"NVS";1
1631;"birds";"TIER1";2
1631;"plants";"GBIF";5
1632;"birds";"TIER1";2
1632;"plants";"NVS";3
1633;"birds";"GBIF";11
1634;"birds";"GBIF";15
1636;"birds";"TIER1";7
1636;"plants";"GBIF";1
1636;"plants";"NVS";10
1637;"birds";"GBIF";8
1637;"plants";"GBIF";1
1637;"plants";"NVS";8
1638;"birds";"GBIF";15
1638;"plants";"GBIF";1
1638;"plants";"NVS";11
1639;"birds";"GBIF";16
1639;"plants";"GBIF";1
1640;"birds";"GBIF";27
1640;"birds";"TIER1";14
1640;"plants";"GBIF";50
1640;"plants";"NVS";27
1641;"birds";"GBIF";11
1641;"birds";"TIER1";9
1641;"plants";"GBIF";41
1641;"plants";"NVS";29
1642;"birds";"GBIF";14
1642;"birds";"TIER1";15
1642;"plants";"NVS";13
1643;"birds";"GBIF";12
1643;"birds";"TIER1";12
1643;"plants";"NVS";10
1644;"birds";"GBIF";21
1644;"plants";"GBIF";1
1644;"plants";"NVS";15
1645;"birds";"GBIF";16
1645;"birds";"TIER1";13
1645;"plants";"GBIF";2
1646;"birds";"TIER1";11
1646;"plants";"NVS";6
1647;"birds";"GBIF";23
1647;"birds";"TIER1";15
1647;"plants";"NVS";8
1648;"birds";"GBIF";12
1648;"birds";"TIER1";13
1648;"plants";"NVS";12
1649;"birds";"GBIF";11
1649;"birds";"TIER1";12
1649;"plants";"GBIF";11
1649;"plants";"NVS";10
1650;"birds";"GBIF";15
1650;"birds";"TIER1";13
1650;"plants";"NVS";2
1651;"birds";"GBIF";10
1651;"birds";"TIER1";1
1651;"plants";"NVS";1
1652;"birds";"GBIF";7
1652;"birds";"TIER1";4
1652;"plants";"NVS";6
1653;"birds";"GBIF";17
1653;"birds";"TIER1";1
1654;"birds";"GBIF";11
1654;"birds";"TIER1";6
1654;"plants";"GBIF";2
1654;"plants";"NVS";3
1655;"birds";"GBIF";15
1655;"birds";"TIER1";15
1655;"plants";"NVS";5
1656;"birds";"GBIF";14
1657;"birds";"GBIF";3
1657;"birds";"TIER1";6
1657;"plants";"NVS";3
1658;"birds";"TIER1";8
1659;"birds";"TIER1";4
1659;"plants";"NVS";3
1660;"birds";"TIER1";9
1660;"plants";"GBIF";2
1660;"plants";"NVS";14
1661;"birds";"GBIF";16
1662;"birds";"GBIF";23
1662;"birds";"TIER1";13
1662;"plants";"GBIF";26
1662;"plants";"NVS";26
1663;"birds";"GBIF";19
1663;"birds";"TIER1";3
1663;"plants";"GBIF";1
1663;"plants";"NVS";19
1664;"birds";"TIER1";14
1664;"plants";"NVS";8
1665;"birds";"GBIF";17
1665;"birds";"TIER1";14
1665;"plants";"NVS";11
1666;"birds";"GBIF";17
1666;"birds";"TIER1";11
1666;"plants";"GBIF";3
1666;"plants";"NVS";17
1667;"birds";"GBIF";14
1668;"birds";"TIER1";16
1668;"plants";"NVS";17
1669;"birds";"GBIF";16
1669;"birds";"TIER1";14
1669;"plants";"NVS";19
1670;"birds";"GBIF";8
1670;"birds";"TIER1";15
1670;"plants";"GBIF";1
1670;"plants";"NVS";37
1671;"birds";"GBIF";15
1671;"birds";"TIER1";1
1671;"plants";"GBIF";6
1671;"plants";"NVS";6
1672;"birds";"GBIF";1
1672;"birds";"TIER1";14
1672;"plants";"GBIF";3
1672;"plants";"NVS";3
1673;"birds";"GBIF";15
1673;"birds";"TIER1";3
1673;"plants";"NVS";5
1674;"birds";"GBIF";10
1674;"birds";"TIER1";2
1674;"plants";"NVS";5
1675;"birds";"TIER1";8
1675;"plants";"NVS";1
1676;"birds";"GBIF";13
1676;"birds";"TIER1";12
1676;"plants";"NVS";3
1677;"birds";"GBIF";5
1677;"birds";"TIER1";9
1677;"plants";"NVS";3
1678;"birds";"TIER1";6
1678;"plants";"GBIF";1
1678;"plants";"NVS";2
1679;"birds";"TIER1";4
1680;"birds";"GBIF";13
1680;"birds";"TIER1";17
1680;"plants";"NVS";4
1681;"birds";"GBIF";3
1682;"birds";"GBIF";20
1682;"birds";"TIER1";15
1682;"plants";"GBIF";17
1682;"plants";"NVS";28
1683;"birds";"GBIF";21
1683;"plants";"GBIF";2
1684;"birds";"GBIF";16
1684;"plants";"GBIF";1
1685;"birds";"GBIF";26
1685;"birds";"TIER1";18
1685;"plants";"GBIF";5
1685;"plants";"NVS";34
1686;"birds";"GBIF";20
1686;"birds";"TIER1";14
1686;"plants";"NVS";28
1687;"birds";"GBIF";15
1687;"plants";"GBIF";1
1688;"birds";"GBIF";17
1688;"plants";"GBIF";1
1689;"birds";"GBIF";16
1689;"birds";"TIER1";15
1689;"plants";"GBIF";2
1689;"plants";"NVS";19
1690;"birds";"GBIF";10
1690;"birds";"TIER1";16
1690;"plants";"GBIF";16
1690;"plants";"NVS";18
1691;"birds";"GBIF";19
1691;"birds";"TIER1";17
1691;"plants";"GBIF";14
1691;"plants";"NVS";22
1692;"birds";"GBIF";25
1692;"birds";"TIER1";20
1692;"plants";"NVS";17
1693;"birds";"GBIF";17
1693;"birds";"TIER1";13
1693;"plants";"GBIF";1
1693;"plants";"NVS";10
1694;"birds";"GBIF";10
1694;"birds";"TIER1";16
1694;"plants";"NVS";7
1695;"birds";"GBIF";15
1695;"birds";"TIER1";3
1695;"plants";"GBIF";2
1695;"plants";"NVS";18
1696;"birds";"GBIF";14
1696;"birds";"TIER1";9
1696;"plants";"NVS";14
1697;"birds";"GBIF";10
1697;"birds";"TIER1";2
1697;"plants";"NVS";4
1698;"birds";"GBIF";7
1698;"birds";"TIER1";11
1698;"plants";"NVS";4
1699;"birds";"GBIF";14
1699;"birds";"TIER1";10
1699;"plants";"NVS";7
1700;"birds";"GBIF";10
1700;"birds";"TIER1";13
1700;"plants";"GBIF";1
1700;"plants";"NVS";5
1701;"birds";"GBIF";15
1701;"birds";"TIER1";15
1701;"plants";"GBIF";1
1701;"plants";"NVS";10
1702;"birds";"GBIF";10
1702;"birds";"TIER1";12
1702;"plants";"GBIF";1
1702;"plants";"NVS";11
1703;"birds";"GBIF";15
1703;"birds";"TIER1";15
1703;"plants";"GBIF";1
1703;"plants";"NVS";10
1704;"birds";"GBIF";22
1704;"birds";"TIER1";15
1704;"plants";"GBIF";57
1704;"plants";"NVS";34
1705;"birds";"GBIF";23
1705;"plants";"GBIF";35
1707;"birds";"GBIF";16
1707;"plants";"GBIF";9
1707;"plants";"NVS";15
1708;"birds";"GBIF";20
1708;"birds";"TIER1";12
1708;"plants";"GBIF";2
1708;"plants";"NVS";20
1709;"birds";"GBIF";21
1709;"plants";"GBIF";2
1709;"plants";"NVS";28
1710;"birds";"GBIF";19
1710;"plants";"GBIF";1
1711;"birds";"GBIF";16
1711;"birds";"TIER1";17
1711;"plants";"NVS";18
1712;"birds";"GBIF";13
1712;"birds";"TIER1";12
1712;"plants";"NVS";7
1713;"birds";"GBIF";7
1713;"plants";"GBIF";1
1714;"birds";"GBIF";17
1714;"birds";"TIER1";17
1714;"plants";"GBIF";1
1714;"plants";"NVS";15
1715;"birds";"GBIF";26
1715;"birds";"TIER1";16
1715;"plants";"GBIF";2
1715;"plants";"NVS";23
1716;"birds";"GBIF";18
1716;"birds";"TIER1";14
1716;"plants";"NVS";4
1717;"birds";"GBIF";24
1717;"birds";"TIER1";8
1717;"plants";"GBIF";4
1717;"plants";"NVS";8
1718;"birds";"GBIF";7
1718;"birds";"TIER1";12
1718;"plants";"NVS";19
1719;"birds";"GBIF";10
1719;"birds";"TIER1";10
1719;"plants";"NVS";17
1720;"birds";"GBIF";11
1720;"birds";"TIER1";4
1720;"plants";"NVS";8
1721;"birds";"GBIF";15
1721;"birds";"TIER1";10
1721;"plants";"NVS";10
1722;"birds";"GBIF";14
1722;"birds";"TIER1";12
1722;"plants";"NVS";4
1723;"birds";"TIER1";11
1723;"plants";"GBIF";1
1723;"plants";"NVS";14
1724;"birds";"GBIF";5
1724;"birds";"TIER1";8
1724;"plants";"NVS";1
1725;"birds";"GBIF";18
1726;"birds";"GBIF";23
1726;"plants";"GBIF";43
1726;"plants";"NVS";24
1727;"birds";"GBIF";25
1727;"plants";"GBIF";39
1728;"birds";"GBIF";15
1729;"birds";"GBIF";23
1729;"plants";"GBIF";10
1730;"birds";"GBIF";19
1730;"plants";"GBIF";3
1731;"birds";"GBIF";21
1731;"birds";"TIER1";13
1731;"plants";"GBIF";4
1731;"plants";"NVS";27
1732;"birds";"GBIF";20
1733;"birds";"GBIF";11
1733;"birds";"TIER1";18
1733;"plants";"GBIF";2
1733;"plants";"NVS";23
1734;"birds";"GBIF";15
1734;"birds";"TIER1";16
1734;"plants";"NVS";10
1735;"birds";"GBIF";17
1735;"birds";"TIER1";2
1735;"plants";"NVS";8
1736;"birds";"TIER1";16
1736;"plants";"GBIF";12
1736;"plants";"NVS";8
1737;"birds";"GBIF";13
1737;"birds";"TIER1";12
1737;"plants";"NVS";12
1738;"birds";"GBIF";26
1738;"birds";"TIER1";13
1738;"plants";"GBIF";2
1738;"plants";"NVS";16
1739;"birds";"GBIF";23
1739;"birds";"TIER1";10
1739;"plants";"NVS";3
1740;"birds";"GBIF";10
1740;"birds";"TIER1";13
1740;"plants";"GBIF";2
1740;"plants";"NVS";19
1741;"birds";"GBIF";11
1741;"birds";"TIER1";15
1741;"plants";"NVS";15
1742;"birds";"GBIF";20
1742;"birds";"TIER1";13
1742;"plants";"NVS";17
1743;"birds";"GBIF";16
1743;"birds";"TIER1";3
1743;"plants";"GBIF";1
1743;"plants";"NVS";19
1744;"birds";"TIER1";6
1744;"plants";"GBIF";2
1744;"plants";"NVS";16
1745;"birds";"GBIF";21
1746;"birds";"GBIF";15
1747;"birds";"GBIF";16
1748;"birds";"GBIF";22
1748;"birds";"TIER1";13
1748;"plants";"GBIF";2
1748;"plants";"NVS";20
1749;"birds";"GBIF";25
1750;"birds";"GBIF";20
1750;"plants";"GBIF";3
1751;"birds";"GBIF";20
1751;"birds";"TIER1";14
1751;"plants";"GBIF";2
1751;"plants";"NVS";36
1752;"birds";"GBIF";19
1752;"plants";"NVS";23
1753;"birds";"GBIF";21
1753;"birds";"TIER1";15
1753;"plants";"GBIF";16
1753;"plants";"NVS";20
1754;"birds";"GBIF";16
1754;"birds";"TIER1";14
1754;"plants";"NVS";18
1755;"birds";"GBIF";21
1755;"birds";"TIER1";15
1755;"plants";"GBIF";1
1755;"plants";"NVS";19
1756;"birds";"GBIF";21
1756;"birds";"TIER1";15
1756;"plants";"GBIF";6
1756;"plants";"NVS";14
1757;"birds";"GBIF";20
1757;"birds";"TIER1";14
1757;"plants";"NVS";6
1758;"birds";"GBIF";6
1758;"birds";"TIER1";11
1758;"plants";"GBIF";3
1758;"plants";"NVS";3
1759;"birds";"GBIF";1
1759;"birds";"TIER1";10
1759;"plants";"NVS";16
1760;"birds";"GBIF";24
1760;"birds";"TIER1";13
1760;"plants";"GBIF";3
1760;"plants";"NVS";8
1761;"birds";"GBIF";16
1762;"birds";"GBIF";16
1762;"birds";"TIER1";7
1762;"plants";"GBIF";3
1762;"plants";"NVS";12
1763;"birds";"GBIF";17
1763;"birds";"TIER1";8
1763;"plants";"NVS";17
1764;"birds";"GBIF";26
1764;"plants";"GBIF";1
1765;"birds";"GBIF";5
1766;"birds";"GBIF";15
1766;"plants";"NVS";20
1767;"birds";"GBIF";16
1768;"birds";"GBIF";12
1769;"birds";"GBIF";20
1770;"birds";"GBIF";17
1771;"birds";"GBIF";10
1772;"birds";"GBIF";23
1772;"plants";"GBIF";4
1773;"birds";"GBIF";21
1773;"birds";"TIER1";16
1773;"plants";"GBIF";11
1773;"plants";"NVS";39
1774;"birds";"GBIF";18
1774;"birds";"TIER1";16
1774;"plants";"GBIF";16
1774;"plants";"NVS";26
1775;"birds";"GBIF";20
1775;"birds";"TIER1";13
1775;"plants";"GBIF";18
1775;"plants";"NVS";17
1776;"birds";"GBIF";13
1776;"birds";"TIER1";12
1776;"plants";"GBIF";15
1776;"plants";"NVS";29
1777;"birds";"GBIF";18
1777;"birds";"TIER1";21
1777;"plants";"GBIF";3
1777;"plants";"NVS";26
1778;"birds";"TIER1";15
1778;"plants";"GBIF";1
1778;"plants";"NVS";15
1779;"birds";"GBIF";1
1779;"birds";"TIER1";12
1779;"plants";"GBIF";1
1779;"plants";"NVS";20
1780;"birds";"GBIF";6
1780;"birds";"TIER1";16
1780;"plants";"GBIF";1
1780;"plants";"NVS";31
1781;"birds";"GBIF";18
1781;"birds";"TIER1";20
1781;"plants";"NVS";33
1782;"birds";"GBIF";14
1783;"birds";"GBIF";12
1783;"plants";"NVS";3
1784;"birds";"GBIF";17
1784;"plants";"NVS";10
1785;"birds";"TIER1";5
1785;"plants";"NVS";5
1786;"birds";"GBIF";15
1787;"birds";"GBIF";15
1788;"birds";"GBIF";17
1789;"birds";"GBIF";14
1790;"birds";"GBIF";16
1790;"plants";"GBIF";1
1791;"birds";"GBIF";21
1791;"plants";"NVS";4
1793;"birds";"GBIF";25
1793;"birds";"TIER1";8
1793;"plants";"GBIF";47
1793;"plants";"NVS";14
1794;"birds";"GBIF";21
1795;"birds";"GBIF";25
1795;"plants";"GBIF";20
1795;"plants";"NVS";31
1796;"birds";"GBIF";18
1796;"birds";"TIER1";13
1796;"plants";"GBIF";7
1796;"plants";"NVS";12
1797;"birds";"GBIF";22
1797;"birds";"TIER1";14
1797;"plants";"GBIF";18
1797;"plants";"NVS";2
1798;"birds";"GBIF";21
1798;"birds";"TIER1";10
1798;"plants";"NVS";19
1799;"birds";"GBIF";7
1799;"birds";"TIER1";22
1799;"plants";"GBIF";9
1799;"plants";"NVS";33
1800;"birds";"GBIF";12
1800;"birds";"TIER1";11
1800;"plants";"NVS";36
1801;"birds";"GBIF";28
1801;"birds";"TIER1";10
1801;"plants";"GBIF";12
1801;"plants";"NVS";32
1802;"birds";"GBIF";25
1802;"birds";"TIER1";18
1802;"plants";"GBIF";12
1802;"plants";"NVS";32
1803;"birds";"GBIF";20
1803;"birds";"TIER1";11
1803;"plants";"GBIF";2
1803;"plants";"NVS";20
1804;"birds";"GBIF";16
1804;"birds";"TIER1";8
1804;"plants";"NVS";13
1805;"birds";"TIER1";10
1805;"plants";"NVS";11
1807;"birds";"GBIF";14
1807;"plants";"NVS";4
1808;"birds";"GBIF";15
1809;"birds";"GBIF";16
1810;"birds";"GBIF";13
1811;"birds";"GBIF";15
1812;"birds";"GBIF";18
1814;"birds";"GBIF";25
1814;"plants";"GBIF";13
1815;"birds";"GBIF";21
1815;"plants";"GBIF";3
1815;"plants";"NVS";13
1816;"birds";"GBIF";21
1816;"birds";"TIER1";17
1816;"plants";"GBIF";19
1816;"plants";"NVS";24
1817;"birds";"GBIF";16
1817;"birds";"TIER1";13
1817;"plants";"GBIF";33
1817;"plants";"NVS";26
1818;"birds";"GBIF";11
1818;"birds";"TIER1";10
1818;"plants";"NVS";11
1819;"birds";"GBIF";10
1819;"birds";"TIER1";12
1819;"plants";"NVS";18
1820;"birds";"GBIF";24
1820;"birds";"TIER1";17
1820;"plants";"GBIF";22
1820;"plants";"NVS";47
1821;"birds";"GBIF";12
1821;"birds";"TIER1";6
1821;"plants";"GBIF";4
1821;"plants";"NVS";6
1822;"birds";"GBIF";13
1822;"birds";"TIER1";6
1822;"plants";"NVS";9
1823;"birds";"TIER1";6
1823;"plants";"NVS";5
1824;"birds";"TIER1";2
1825;"birds";"GBIF";16
1825;"birds";"TIER1";12
1825;"plants";"GBIF";1
1825;"plants";"NVS";5
1826;"birds";"GBIF";16
1827;"birds";"GBIF";15
1828;"birds";"GBIF";15
1828;"plants";"GBIF";3
1829;"birds";"GBIF";16
1830;"birds";"GBIF";17
1831;"birds";"GBIF";16
1832;"birds";"GBIF";14
1833;"birds";"GBIF";13
1834;"birds";"GBIF";23
1835;"plants";"GBIF";1
1836;"birds";"GBIF";19
1836;"plants";"GBIF";2
1837;"birds";"GBIF";22
1837;"plants";"GBIF";20
1837;"plants";"NVS";12
1838;"birds";"GBIF";15
1839;"birds";"GBIF";21
1839;"plants";"GBIF";16
1840;"birds";"GBIF";22
1840;"birds";"TIER1";13
1840;"plants";"GBIF";37
1840;"plants";"NVS";42
1841;"birds";"GBIF";1
1841;"birds";"TIER1";1
1841;"plants";"GBIF";5
1841;"plants";"NVS";17
1842;"birds";"GBIF";14
1842;"birds";"TIER1";4
1842;"plants";"GBIF";1
1843;"birds";"GBIF";28
1843;"plants";"GBIF";24
1843;"plants";"NVS";34
1844;"birds";"GBIF";21
1844;"birds";"TIER1";4
1844;"plants";"GBIF";4
1844;"plants";"NVS";2
1845;"birds";"GBIF";20
1845;"birds";"TIER1";12
1845;"plants";"GBIF";2
1845;"plants";"NVS";12
1846;"birds";"TIER1";11
1846;"plants";"NVS";1
1847;"birds";"TIER1";3
1847;"plants";"GBIF";1
1849;"birds";"GBIF";11
1849;"plants";"NVS";10
1850;"birds";"GBIF";15
1851;"birds";"GBIF";12
1852;"birds";"GBIF";16
1853;"birds";"GBIF";16
1854;"birds";"GBIF";14
1855;"birds";"GBIF";16
1856;"birds";"GBIF";17
1856;"plants";"NVS";3
1857;"birds";"GBIF";20
1857;"plants";"GBIF";2
1859;"birds";"GBIF";19
1859;"birds";"TIER1";14
1859;"plants";"NVS";26
1860;"birds";"GBIF";25
1860;"birds";"TIER1";24
1860;"plants";"GBIF";6
1860;"plants";"NVS";41
1861;"birds";"TIER1";20
1861;"plants";"NVS";23
1862;"birds";"GBIF";21
1862;"birds";"TIER1";16
1862;"plants";"GBIF";3
1862;"plants";"NVS";32
1863;"birds";"GBIF";14
1863;"birds";"TIER1";14
1863;"plants";"GBIF";2
1863;"plants";"NVS";32
1864;"birds";"GBIF";8
1864;"birds";"TIER1";11
1864;"plants";"GBIF";38
1864;"plants";"NVS";31
1865;"birds";"GBIF";2
1865;"birds";"TIER1";6
1865;"plants";"NVS";9
1866;"birds";"GBIF";15
1866;"birds";"TIER1";19
1866;"plants";"GBIF";1
1866;"plants";"NVS";28
1867;"birds";"GBIF";27
1867;"birds";"TIER1";14
1867;"plants";"GBIF";17
1867;"plants";"NVS";11
1868;"birds";"GBIF";26
1868;"birds";"TIER1";14
1868;"plants";"GBIF";15
1868;"plants";"NVS";5
1869;"birds";"GBIF";22
1869;"birds";"TIER1";13
1869;"plants";"NVS";12
1870;"birds";"GBIF";12
1870;"birds";"TIER1";8
1870;"plants";"GBIF";4
1870;"plants";"NVS";8
1871;"plants";"NVS";8
1872;"birds";"GBIF";11
1872;"birds";"TIER1";15
1872;"plants";"NVS";6
1873;"birds";"GBIF";9
1874;"birds";"GBIF";2
1874;"plants";"NVS";5
1875;"birds";"GBIF";16
1876;"birds";"GBIF";15
1876;"plants";"GBIF";12
1876;"plants";"NVS";5
1877;"birds";"GBIF";14
1877;"plants";"GBIF";2
1878;"birds";"GBIF";16
1879;"birds";"GBIF";20
1881;"birds";"GBIF";17
1881;"plants";"GBIF";1
1882;"birds";"GBIF";21
1883;"birds";"GBIF";22
1883;"plants";"GBIF";6
1884;"birds";"GBIF";19
1884;"birds";"TIER1";14
1884;"plants";"GBIF";3
1884;"plants";"NVS";17
1885;"birds";"GBIF";4
1885;"birds";"TIER1";3
1886;"birds";"GBIF";4
1886;"birds";"TIER1";3
1886;"plants";"GBIF";40
1886;"plants";"NVS";9
1887;"birds";"GBIF";2
1887;"birds";"TIER1";11
1887;"plants";"GBIF";23
1887;"plants";"NVS";13
1888;"birds";"GBIF";12
1888;"birds";"TIER1";12
1888;"plants";"GBIF";1
1888;"plants";"NVS";12
1889;"birds";"GBIF";7
1890;"birds";"GBIF";1
1890;"birds";"TIER1";14
1890;"plants";"NVS";14
1891;"birds";"GBIF";13
1891;"birds";"TIER1";3
1891;"plants";"GBIF";1
1891;"plants";"NVS";28
1892;"birds";"GBIF";19
1892;"birds";"TIER1";7
1892;"plants";"GBIF";7
1892;"plants";"NVS";6
1893;"birds";"GBIF";20
1894;"birds";"GBIF";5
1895;"birds";"GBIF";9
1896;"birds";"GBIF";14
1896;"plants";"NVS";7
1897;"birds";"GBIF";14
1898;"birds";"GBIF";15
1899;"birds";"GBIF";19
1899;"birds";"TIER1";10
1899;"plants";"GBIF";4
1899;"plants";"NVS";12
1900;"birds";"GBIF";17
1900;"plants";"GBIF";8
1901;"birds";"GBIF";19
1901;"plants";"GBIF";15
1901;"plants";"NVS";5
1902;"birds";"GBIF";13
1903;"birds";"GBIF";14
1903;"plants";"GBIF";1
1904;"birds";"GBIF";20
1904;"birds";"TIER1";14
1904;"plants";"GBIF";3
1904;"plants";"NVS";26
1905;"birds";"GBIF";18
1905;"birds";"TIER1";11
1905;"plants";"GBIF";4
1905;"plants";"NVS";20
1906;"birds";"GBIF";20
1906;"birds";"TIER1";11
1906;"plants";"GBIF";7
1906;"plants";"NVS";19
1907;"birds";"GBIF";20
1907;"plants";"GBIF";4
1908;"birds";"GBIF";12
1908;"birds";"TIER1";8
1908;"plants";"GBIF";6
1908;"plants";"NVS";26
1909;"birds";"TIER1";10
1909;"plants";"NVS";1
1910;"birds";"GBIF";3
1910;"birds";"TIER1";6
1910;"plants";"GBIF";3
1910;"plants";"NVS";4
1911;"plants";"GBIF";5
1912;"birds";"GBIF";8
1912;"plants";"NVS";6
1913;"birds";"GBIF";9
1913;"plants";"NVS";14
1914;"birds";"GBIF";17
1914;"plants";"GBIF";8
1914;"plants";"NVS";2
1915;"birds";"GBIF";19
1915;"birds";"TIER1";8
1915;"plants";"GBIF";12
1915;"plants";"NVS";10
1916;"birds";"GBIF";23
1916;"birds";"TIER1";4
1916;"plants";"GBIF";21
1916;"plants";"NVS";21
1917;"birds";"GBIF";14
1917;"plants";"GBIF";16
1919;"birds";"GBIF";11
1919;"birds";"TIER1";11
1919;"plants";"GBIF";7
1919;"plants";"NVS";17
1920;"birds";"GBIF";19
1920;"plants";"GBIF";35
1920;"plants";"NVS";26
1921;"birds";"GBIF";18
1921;"birds";"TIER1";11
1921;"plants";"NVS";13
1922;"birds";"GBIF";17
1923;"birds";"GBIF";15
1923;"plants";"GBIF";2
1924;"birds";"GBIF";17
1924;"plants";"NVS";5
1925;"birds";"GBIF";19
1926;"birds";"GBIF";25
1926;"plants";"GBIF";3
1927;"birds";"GBIF";27
1927;"birds";"TIER1";17
1927;"plants";"GBIF";13
1927;"plants";"NVS";25
1928;"birds";"GBIF";22
1928;"plants";"GBIF";14
1928;"plants";"NVS";26
1929;"birds";"GBIF";16
1929;"birds";"TIER1";11
1929;"plants";"GBIF";3
1929;"plants";"NVS";22
1930;"birds";"TIER1";10
1930;"plants";"NVS";3
1931;"birds";"GBIF";1
1931;"birds";"TIER1";15
1931;"plants";"GBIF";1
1931;"plants";"NVS";16
1932;"birds";"GBIF";1
1932;"birds";"TIER1";1
1933;"birds";"GBIF";3
1933;"birds";"TIER1";3
1933;"plants";"NVS";4
1934;"birds";"GBIF";9
1934;"birds";"TIER1";7
1934;"plants";"GBIF";6
1934;"plants";"NVS";9
1935;"birds";"GBIF";17
1935;"birds";"TIER1";9
1935;"plants";"GBIF";1
1935;"plants";"NVS";24
1936;"birds";"GBIF";14
1936;"plants";"GBIF";1
1936;"plants";"NVS";1
1937;"birds";"GBIF";17
1938;"birds";"GBIF";17
