"cell_id";"ecoregion"
2459;"Wainono"
2460;"Wainono"
2461;"Wainono"
2462;"Aspiring"
2463;"Fiord"
2464;"Aspiring"
2465;"Fiord"
2466;"Fiord"
2467;"Fiord"
2468;"Fiord"
2469;"Aspiring"
2470;"Aspiring"
2471;"Lakes"
2472;"Lakes"
2473;"Lakes"
2474;"Lakes"
2475;"Lakes"
2476;"Central Otago"
2477;"Central Otago"
2478;"Central Otago"
2479;"Central Otago"
2480;"Central Otago"
2481;"Central Otago"
2482;"Central Otago"
2483;"Central Otago"
2484;"Central Otago"
2485;"Waitaki"
2486;"Waitaki"
2487;"Kakanui"
2488;"Kakanui"
2489;"Kakanui"
2490;"Kakanui"
2491;"Kakanui"
2492;"Wainono"
2493;"Banks"
2494;"Aspiring"
2495;"Fiord"
2496;"Fiord"
2497;"Fiord"
2498;"Fiord"
2499;"Fiord"
2500;"Fiord"
2501;"Aspiring"
2502;"Aspiring"
2503;"Lakes"
2504;"Lakes"
2505;"Lakes"
2506;"Lakes"
2507;"Lakes"
2508;"Central Otago"
2509;"Central Otago"
2510;"Central Otago"
2511;"Central Otago"
2512;"Central Otago"
2513;"Central Otago"
2514;"Central Otago"
2515;"Central Otago"
2516;"Central Otago"
2517;"Central Otago"
2518;"Central Otago"
2519;"Kakanui"
2520;"Kakanui"
2521;"Kakanui"
2522;"Wainono"
2523;"Wainono"
2524;"Wainono"
2525;"Aspiring"
2526;"Fiord"
2527;"Fiord"
2528;"Fiord"
2529;"Fiord"
2530;"Fiord"
2531;"Fiord"
2532;"Fiord"
2533;"Mavora"
2534;"Mavora"
2535;"Mavora"
2536;"Lakes"
2537;"Lakes"
2538;"Lakes"
2539;"Lakes"
2540;"Lakes"
2541;"Central Otago"
2542;"Central Otago"
2543;"Central Otago"
2544;"Central Otago"
2545;"Central Otago"
2546;"Central Otago"
2547;"Central Otago"
2548;"Central Otago"
2549;"Central Otago"
2550;"Central Otago"
2551;"Kakanui"
2552;"Kakanui"
2553;"Kakanui"
2554;"Wainono"
2555;"Wainono"
2556;"Banks"
2557;"Aspiring"
2558;"Fiord"
2559;"Fiord"
2560;"Fiord"
2561;"Fiord"
2562;"Fiord"
2563;"Fiord"
2564;"Fiord"
2565;"Mavora"
2566;"Mavora"
2567;"Mavora"
2568;"Mavora"
2569;"Mavora"
2570;"Mavora"
2571;"Lakes"
2572;"Lakes"
2573;"Lakes"
2574;"Central Otago"
2575;"Central Otago"
2576;"Central Otago"
2577;"Central Otago"
2578;"Central Otago"
2579;"Central Otago"
2580;"Central Otago"
2581;"Central Otago"
2582;"Central Otago"
2583;"Central Otago"
2584;"Lammerlaw"
2585;"Kakanui"
2586;"Kakanui"
2587;"Kakanui"
2588;"Banks"
2589;"Fiord"
2590;"Fiord"
2591;"Fiord"
2592;"Fiord"
2593;"Fiord"
2594;"Fiord"
2595;"Fiord"
2596;"Mavora"
2597;"Mavora"
2598;"Mavora"
2599;"Mavora"
2600;"Mavora"
2601;"Mavora"
2602;"Mavora"
2603;"Lakes"
2604;"Lakes"
2605;"Central Otago"
2606;"Central Otago"
2607;"Central Otago"
2608;"Central Otago"
2609;"Central Otago"
2610;"Central Otago"
2611;"Central Otago"
2612;"Central Otago"
2613;"Central Otago"
2614;"Central Otago"
2615;"Central Otago"
2616;"Lammerlaw"
2617;"Lammerlaw"
2618;"Kakanui"
2619;"Kakanui"
2620;"Banks"
2621;"Aspiring"
2622;"Fiord"
2623;"Fiord"
2624;"Fiord"
2625;"Fiord"
2626;"Fiord"
2627;"Fiord"
2628;"Fiord"
2629;"Mavora"
2630;"Mavora"
2631;"Mavora"
2632;"Mavora"
2633;"Mavora"
2634;"Mavora"
2635;"Mavora"
2636;"Waikaia"
2637;"Lakes"
2638;"Central Otago"
2639;"Central Otago"
2640;"Central Otago"
2641;"Central Otago"
2642;"Central Otago"
2643;"Central Otago"
2644;"Central Otago"
2645;"Central Otago"
2646;"Central Otago"
2647;"Central Otago"
2648;"Central Otago"
2649;"Lammerlaw"
2650;"Lammerlaw"
2651;"Otago Coast"
2652;"Kakanui"
2653;"Banks"
2654;"Fiord"
2655;"Fiord"
2656;"Fiord"
2657;"Fiord"
2658;"Fiord"
2659;"Fiord"
2660;"Fiord"
2661;"Fiord"
2662;"Mavora"
2663;"Mavora"
2664;"Mavora"
2665;"Mavora"
2666;"Mavora"
2667;"Mavora"
2668;"Mavora"
2669;"Waikaia"
2670;"Central Otago"
2671;"Central Otago"
2672;"Central Otago"
2673;"Waikaia"
2674;"Central Otago"
2675;"Central Otago"
2676;"Central Otago"
2677;"Central Otago"
2678;"Central Otago"
2679;"Central Otago"
2680;"Central Otago"
2681;"Lammerlaw"
2682;"Lammerlaw"
2683;"Lammerlaw"
2684;"Otago Coast"
2685;"Otago Coast"
2686;"Banks"
2687;"Aspiring"
2688;"Fiord"
2689;"Fiord"
2690;"Fiord"
2691;"Fiord"
2692;"Fiord"
2693;"Fiord"
2694;"Fiord"
2695;"Mavora"
2696;"Mavora"
2697;"Mavora"
2698;"Mavora"
2699;"Mavora"
2700;"Mavora"
2701;"Mavora"
2702;"Waikaia"
2703;"Waikaia"
2704;"Waikaia"
2705;"Waikaia"
2706;"Waikaia"
2707;"Waikaia"
2708;"Central Otago"
2709;"Central Otago"
2710;"Lammerlaw"
2711;"Lammerlaw"
2712;"Lammerlaw"
2713;"Lammerlaw"
2714;"Central Otago"
2715;"Lammerlaw"
2716;"Lammerlaw"
2717;"Lammerlaw"
2718;"Otago Coast"
2719;"Banks"
2720;"Aspiring"
2721;"Fiord"
2722;"Fiord"
2723;"Fiord"
2724;"Fiord"
2725;"Fiord"
2726;"Fiord"
2727;"Fiord"
2728;"Mavora"
2729;"Southland Foothills"
2730;"Southland Foothills"
2731;"Southland Foothills"
2732;"Mavora"
2733;"Mavora"
2734;"Gore"
2735;"Waikaia"
2736;"Waikaia"
2737;"Waikaia"
2738;"Waikaia"
2739;"Waikaia"
2740;"Waikaia"
2741;"Waikaia"
2742;"Central Otago"
2743;"Lammerlaw"
2744;"Lammerlaw"
2745;"Lammerlaw"
2746;"Lammerlaw"
2747;"Lammerlaw"
2748;"Lammerlaw"
2749;"Lammerlaw"
2750;"Otago Coast"
2751;"Otago Coast"
2752;"Fiord"
2753;"Fiord"
2754;"Aspiring"
2755;"Fiord"
2756;"Fiord"
2757;"Fiord"
2758;"Fiord"
2759;"Fiord"
2760;"Southland Foothills"
2761;"Southland Foothills"
2762;"Southland Foothills"
2763;"Southland Foothills"
2764;"Southland Foothills"
2765;"Gore"
2766;"Waikaia"
2767;"Waikaia"
2768;"Waikaia"
2769;"Gore"
2770;"Waikaia"
2771;"Waikaia"
2772;"Waikaia"
2773;"Waikaia"
2774;"Lammerlaw"
2775;"Lammerlaw"
2776;"Lammerlaw"
2777;"Lammerlaw"
2778;"Lammerlaw"
2779;"Lammerlaw"
2780;"Lammerlaw"
2781;"Otago Coast"
2782;"Otago Coast"
2783;"Otago Coast"
2784;"Banks"
2785;"Fiord"
2786;"Fiord"
2787;"Fiord"
2788;"Fiord"
2789;"Fiord"
2790;"Fiord"
2791;"Fiord"
2792;"Southland Foothills"
2793;"Southland Foothills"
2794;"Southland Foothills"
2795;"Southland Foothills"
2796;"Southland Foothills"
2797;"Southland Foothills"
2798;"Gore"
2799;"Gore"
2800;"Gore"
2801;"Gore"
2802;"Waikaia"
2803;"Waikaia"
2804;"Gore"
2805;"Gore"
2806;"Lammerlaw"
2807;"Lammerlaw"
2808;"Lammerlaw"
2809;"Lammerlaw"
2810;"Lammerlaw"
2811;"Lammerlaw"
2812;"Otago Coast"
2813;"Otago Coast"
2814;"Otago Coast"
2815;"Otago Coast"
2816;"Otago Coast"
2817;"Fiord"
2818;"Fiord"
2819;"Fiord"
2820;"Fiord"
2821;"Fiord"
2822;"Fiord"
2823;"Fiord"
2824;"Fiord"
2825;"Fiord"
2826;"Southland Foothills"
2827;"Southland Foothills"
2828;"Southland Foothills"
2829;"Southland Foothills"
2830;"Southland Foothills"
2831;"Southland Foothills"
2832;"Southland Foothills"
2833;"Gore"
2834;"Gore"
2835;"Gore"
2836;"Gore"
2837;"Gore"
2838;"Gore"
2839;"Lammerlaw"
2840;"Lammerlaw"
2841;"Lammerlaw"
2842;"Lammerlaw"
2843;"Lammerlaw"
2844;"Otago Coast"
2845;"Otago Coast"
2846;"Otago Coast"
2847;"Otago Coast"
2848;"Banks"
2849;"Banks"
2850;"Fiord"
2851;"Fiord"
2852;"Fiord"
2853;"Fiord"
2854;"Fiord"
2855;"Fiord"
2856;"Fiord"
2857;"Fiord"
2858;"Te Wae Wae"
2859;"Te Wae Wae"
2860;"Te Wae Wae"
2861;"Te Wae Wae"
2862;"Southland Foothills"
2863;"Southland Foothills"
2864;"Southland Foothills"
2865;"Southland Foothills"
2866;"Southland Foothills"
2867;"Southland Foothills"
2868;"Gore"
2869;"Gore"
2870;"Gore"
2871;"Gore"
2872;"Lammerlaw"
2873;"Gore"
2874;"Lammerlaw"
2875;"Lammerlaw"
2876;"Lammerlaw"
2877;"Otago Coast"
2878;"Otago Coast"
2879;"Otago Coast"
2880;"Fiord"
2881;"Fiord"
2882;"Fiord"
2883;"Fiord"
2884;"Fiord"
2885;"Fiord"
2886;"Fiord"
2887;"Te Wae Wae"
2888;"Te Wae Wae"
2889;"Te Wae Wae"
2890;"Te Wae Wae"
2891;"Te Wae Wae"
2892;"Makarewa"
2893;"Makarewa"
2894;"Makarewa"
2895;"Makarewa"
2896;"Southland Foothills"
2897;"Southland Foothills"
2898;"Southland Foothills"
2899;"Gore"
2900;"Gore"
2901;"Gore"
2902;"Gore"
2903;"Gore"
2904;"Gore"
2905;"Lammerlaw"
2906;"Otago Coast"
2907;"Otago Coast"
2908;"Otago Coast"
2909;"Banks"
2910;"Fiord"
2911;"Fiord"
2912;"Fiord"
2913;"Fiord"
2914;"Fiord"
2915;"Fiord"
2916;"Fiord"
2917;"Te Wae Wae"
2918;"Te Wae Wae"
2919;"Te Wae Wae"
2920;"Te Wae Wae"
2921;"Te Wae Wae"
2922;"Makarewa"
2923;"Makarewa"
2924;"Makarewa"
2925;"Makarewa"
2926;"Makarewa"
2927;"Southland Foothills"
2928;"Gore"
2929;"Catlins"
2930;"Catlins"
2931;"Catlins"
2932;"Catlins"
2933;"Gore"
2934;"Gore"
2935;"Gore"
2936;"Otago Coast"
2937;"Otago Coast"
2938;"Banks"
2939;"Banks"
2940;"Fiord"
2941;"Fiord"
2942;"Fiord"
2943;"Fiord"
2944;"Te Wae Wae"
2945;"Te Wae Wae"
2946;"Fiord"
2947;"Fiord"
2948;"Fiord"
2949;"Te Wae Wae"
2950;"Te Wae Wae"
2951;"Makarewa"
2952;"Makarewa"
2953;"Makarewa"
2954;"Makarewa"
2955;"Makarewa"
2956;"Makarewa"
2957;"Makarewa"
2958;"Catlins"
2959;"Catlins"
2960;"Catlins"
2961;"Catlins"
2962;"Catlins"
2963;"Gore"
2964;"Otago Coast"
2965;"Otago Coast"
2966;"Banks"
2967;"Fiord"
2968;"Fiord"
2969;"Fiord"
2970;"Fiord"
2971;"Fiord"
2972;"Fiord"
2973;"Te Wae Wae"
2974;"Te Wae Wae"
2975;"Makarewa"
2976;"Makarewa"
2977;"Makarewa"
2978;"Makarewa"
2979;"Makarewa"
2980;"Makarewa"
2981;"Makarewa"
2982;"Catlins"
2983;"Catlins"
2984;"Catlins"
2985;"Catlins"
2986;"Catlins"
2987;"Catlins"
2988;"Catlins"
2989;"Banks"
2990;"Fiord"
2991;"Fiord"
2992;"Fiord"
2993;"Fiord"
2994;"Makarewa"
2995;"Makarewa"
2996;"Makarewa"
2997;"Makarewa"
2998;"Makarewa"
2999;"Catlins"
3000;"Catlins"
3001;"Catlins"
3002;"Catlins"
3003;"Catlins"
3004;"Catlins"
3005;"Catlins"
3006;"Banks"
3007;"Fiord"
3008;"Makarewa"
3009;"Makarewa"
3010;"Makarewa"
3011;"Makarewa"
3012;"Catlins"
3013;"Catlins"
3014;"Catlins"
3015;"Catlins"
3016;"Catlins"
3017;"Catlins"
3018;"Banks"
3019;"Fiord"
3020;"Makarewa"
3021;"Makarewa"
3022;"Catlins"
3023;"Catlins"
3024;"Catlins"
3025;"Catlins"
3026;"Catlins"
3027;"Catlins"
3028;"Banks"
3029;"Catlins"
3030;"Catlins"
