"";"sp";"wc";"bc";"network.category";"landscape.category";"dispersal.category";"degree";"dispersal.distance";"presences"
"43";"sp13";54,8310583217842;643555231,259536;"dd04";"sa04";"dk03";10;0,0606627864763141;25
"44";"sp14";473,497345295976;116709076931,087;"dd04";"sa04";"dk03";17;0,322705964557827;59
"45";"sp15";176,549365073619;81888850642,9088;"dd04";"sa04";"dk03";14;5,95794404145009;32
"46";"sp16";312,005841766586;228179340419,031;"dd04";"sa04";"dk03";24;0,639452146179122;45
"47";"sp17";94,9904529813576;30254114066,1915;"dd04";"sa04";"dk03";14;2,46500401376727;9
"48";"sp18";34,6412745628275;23826711914,6411;"dd04";"sa04";"dk03";17;0,223279170691967;7
"49";"sp19";7,96749303403265;738961447,200148;"dd04";"sa04";"dk03";8;0,526141803711653;45
"50";"sp20";185,149808218661;179581817880,058;"dd04";"sa04";"dk03";13;2,61044929168167;62
"51";"sp21";75,968270768789;52202252172,3319;"dd04";"sa04";"dk03";17;4,9977420826716;5
"52";"sp22";203,076540508641;132051826891,126;"dd04";"sa04";"dk03";14;0,407976428046823;50
"53";"sp23";50,8522590521066;1165102376,73185;"dd04";"sa04";"dk03";15;0,272790723295071;25
"54";"sp24";92,2001987867249;1037851301,80747;"dd04";"sa04";"dk03";13;1,94194690502229;20
"55";"sp25";1273,42101426192;2360741651474,76;"dd04";"sa04";"dk03";20;1,71315252096575;59
"56";"sp26";167,567493859732;31116179511,9127;"dd04";"sa04";"dk03";13;2,15689226045253;42
"57";"sp27";810,047781170323;2036594042003,67;"dd04";"sa04";"dk03";12;1,15383557323366;56
"58";"sp28";647,483438757872;1527710383590,74;"dd04";"sa04";"dk03";14;0,396756148897111;45
"59";"sp29";105,861881907652;13613937779,4662;"dd04";"sa04";"dk03";17;0,585205655544996;20
"60";"sp30";103,023066867731;118638249189,787;"dd04";"sa04";"dk03";6;0,656538776122034;50
"61";"sp01";60,4395915334432;2433926316,13826;"dd03";"sa01";"dk02";9;0,685838607698679;25
"62";"sp02";651,81714659786;26775752801,8291;"dd03";"sa01";"dk02";10;1,03680751845241;58
"63";"sp03";23,8070785892041;4083604,5518231;"dd03";"sa01";"dk02";9;0,092941626906395;8
"64";"sp04";254,210643954829;10989209155,6047;"dd03";"sa01";"dk02";9;4,3383345750938;24
"65";"sp05";11,1128865207114;4312918,99506856;"dd03";"sa01";"dk02";11;0,816727091372013;9
"66";"sp06";238,509427008181;28034874235,6085;"dd03";"sa01";"dk02";10;0,114613341540098;70
"67";"sp07";752,258101274266;65882762464,2386;"dd03";"sa01";"dk02";12;3,44078323464967;71
"68";"sp08";528,008011084325;181681634950,781;"dd03";"sa01";"dk02";19;4,02296277562481;67
"69";"sp09";49,2577413138966;1551172984,21083;"dd03";"sa01";"dk02";4;0,275373415648937;71
"70";"sp10";120,849990867374;4219900042,00224;"dd03";"sa01";"dk02";14;0,0806408236766107;17
"71";"sp11";227,881927956016;2891795887,59018;"dd03";"sa01";"dk02";7;0,853184159845114;57
"72";"sp12";35,9619423517405;554654136,535049;"dd03";"sa01";"dk02";10;0,0656789670867204;10
"73";"sp13";43,9403507775221;82145941,206217;"dd03";"sa01";"dk02";15;0,257408053540977;10
"74";"sp14";547,91521107725;34163321368,7173;"dd03";"sa01";"dk02";11;1,10366649851203;70
"75";"sp15";89,8917862649442;102826712,725789;"dd03";"sa01";"dk02";9;1,01353284493089;14
"76";"sp16";215,181523667836;5373431898,44993;"dd03";"sa01";"dk02";9;0,196173423528671;47
"77";"sp17";215,570244292145;899331385,858452;"dd03";"sa01";"dk02";16;1,80844066136314;15
"78";"sp18";33,0316944359716;163994293,397705;"dd03";"sa01";"dk02";8;0,70188192948699;10
"79";"sp19";242,421586187368;10813248860,8611;"dd03";"sa01";"dk02";15;1,4493427439852;35
"80";"sp20";590,19217274983;30034728166,4927;"dd03";"sa01";"dk02";13;0,870034940540791;71
"81";"sp21";11,618061678323;415746,493376612;"dd03";"sa01";"dk02";11;0,763707558065653;8
"82";"sp22";293,65383443124;34136238683,6972;"dd03";"sa01";"dk02";10;2,53628281937508;54
"83";"sp23";32,0166474514192;256181530,956272;"dd03";"sa01";"dk02";13;4,34938866773945;10
"84";"sp24";31,8256393908534;15150872,21144;"dd03";"sa01";"dk02";13;0,0964330688118935;8
"85";"sp25";107,951667527757;26862677463,4571;"dd03";"sa01";"dk02";11;0,273470702984214;68
"86";"sp26";16,8327860126293;4241761635,02659;"dd03";"sa01";"dk02";5;0,98211856931448;34
"87";"sp27";153,135118142632;1390929226,26933;"dd03";"sa01";"dk02";4;1,27215513282253;67
"88";"sp28";273,007335095857;3759250691,48454;"dd03";"sa01";"dk02";12;1,0039020434022;45
"89";"sp30";392,637916715694;23038056291,0865;"dd03";"sa01";"dk02";10;0,875952892005444;57
"90";"sp01";179,128426364705;1,74790863970202e+28;"dd02";"sa01";"dk05";11;1,59242421202362;13
"91";"sp02";1162,22789855524;1,03042200926353e+31;"dd02";"sa01";"dk05";10;5,3029019719172;76
"92";"sp03";7,82420863900496;5,27738858631822e+25;"dd02";"sa01";"dk05";3;12,3175981932117;9
"93";"sp04";103,286795288065;3,77189072217183e+28;"dd02";"sa01";"dk05";7;1,99150548689067;38
"94";"sp05";27,5798915394606;9,00047206294515e+27;"dd02";"sa01";"dk05";8;3,97190942970996;14
"95";"sp06";99,6804366061722;1,22902590574108e+29;"dd02";"sa01";"dk05";3;0,279784551554175;77
"96";"sp07";40,2212129341557;1,9672914249017e+26;"dd02";"sa01";"dk05";6;0,654557323083282;65
"97";"sp08";1650,66443258461;8,57906507954633e+30;"dd02";"sa01";"dk05";15;4,90749315900688;74
"98";"sp09";838,944789492057;2,35867696304811e+31;"dd02";"sa01";"dk05";7;9,00514248708143;77
"99";"sp10";20,2786835415561;2,82831197829814e+29;"dd02";"sa01";"dk05";8;7,70484817739496;24
"100";"sp11";701,891135052238;4,51047469996217e+30;"dd02";"sa01";"dk05";9;5,41366635246163;45
"101";"sp12";3,363499022437;3,36057187501855e+25;"dd02";"sa01";"dk05";5;1,92944711260498;15
"102";"sp13";12,8605938023021;6,12008113424012e+23;"dd02";"sa01";"dk05";4;4,56595865247731;4
"103";"sp14";559,856022393135;1,15470831027585e+30;"dd02";"sa01";"dk05";10;0,596894608810544;60
"104";"sp15";9,02043834603468;9,28460667140792e+21;"dd02";"sa01";"dk05";3;17,6117852469137;5
"105";"sp16";193,771046312114;1,12274822508546e+29;"dd02";"sa01";"dk05";6;2,06011698306411;61
"106";"sp17";81,0941991043639;6,44642680719663e+27;"dd02";"sa01";"dk05";6;2,77076401934028;18
"107";"sp18";39,1630569110617;1,73294302779979e+27;"dd02";"sa01";"dk05";9;0,809922002973161;15
"108";"sp19";204,00012128739;2,01656884197178e+29;"dd02";"sa01";"dk05";8;3,93991205079441;18
"109";"sp20";141,423350609547;2,47975659193472e+27;"dd02";"sa01";"dk05";7;0,356071207672358;63
"110";"sp21";13,4009691468129;5,4696054347461e+27;"dd02";"sa01";"dk05";5;2,90169067291503;11
"111";"sp22";387,81202525477;7,7301337309526e+29;"dd02";"sa01";"dk05";10;1,87642062455416;42
"112";"sp23";13,3641104940715;4,24169987373987e+25;"dd02";"sa01";"dk05";10;0,0556460004299879;4
"113";"sp24";9,5120272529484;6,12724370005942e+25;"dd02";"sa01";"dk05";9;1,13102784380317;4
"114";"sp25";430,175356446781;2,41312733592356e+30;"dd02";"sa01";"dk05";5;8,99616057375326;76
"115";"sp26";49,4554528609947;1,73767914151807e+28;"dd02";"sa01";"dk05";4;0,146649136271483;14
"116";"sp27";212,774026433529;1,77732020180194e+29;"dd02";"sa01";"dk05";6;1,8399375975132;76
"117";"sp28";361,219380864694;1,25514292729806e+29;"dd02";"sa01";"dk05";7;4,10673014003199;59
"118";"sp29";14,7338736646333;2,10735756512326e+25;"dd02";"sa01";"dk05";6;6,00299460407267;4
"119";"sp30";1285,45248264017;5,43037341830155e+29;"dd02";"sa01";"dk05";5;4,8993855564106;74
"120";"sp01";335,05272911669;179181943205,363;"dd05";"sa01";"dk01";16;0,194130799422661;38
"121";"sp02";345,00220312963;1181456092,16003;"dd05";"sa01";"dk01";18;0,993451562964535;51
"122";"sp03";37,5934020305699;1983925,38107141;"dd05";"sa01";"dk01";20;1,154166966155;4
"123";"sp04";99,824174167819;14347821,964055;"dd05";"sa01";"dk01";15;1,60740871846042;18
"124";"sp05";47,7581143947068;4320866,05411258;"dd05";"sa01";"dk01";13;1,63538666560612;7
"125";"sp06";249,909263246708;64635149214,1172;"dd05";"sa01";"dk01";16;0,96031162012976;62
"126";"sp07";608,835218060914;42636295156,335;"dd05";"sa01";"dk01";11;2,30746741084976;69
"127";"sp08";534,742520963793;51500331508,5392;"dd05";"sa01";"dk01";15;1,74218634386223;58
"128";"sp09";591,208373228681;21548316284,4418;"dd05";"sa01";"dk01";19;0,517632293993613;64
"129";"sp10";65,462488074305;41999384,5282196;"dd05";"sa01";"dk01";15;0,34544516603152;11
"130";"sp11";525,806871930757;187769103461,47;"dd05";"sa01";"dk01";21;0,310601288452744;69
"131";"sp12";83,6933068054781;2811219,26112301;"dd05";"sa01";"dk01";23;0,586638671035568;8
"132";"sp13";196,262402639895;32173109995,7012;"dd05";"sa01";"dk01";18;3,88616262850609;23
"133";"sp14";311,48507116399;142709361186,751;"dd05";"sa01";"dk01";18;0,470306223879258;68
"134";"sp15";166,342521021219;119876823568,674;"dd05";"sa01";"dk01";16;0,261107437312603;27
"135";"sp16";388,107985290102;522335271,675669;"dd05";"sa01";"dk01";14;0,545874815434217;36
"136";"sp17";121,036031920599;9832836,48954493;"dd05";"sa01";"dk01";22;1,57929653296234;9
"137";"sp18";51,5998405161565;1985548,28168581;"dd05";"sa01";"dk01";17;2,30190307387435;7
"138";"sp19";301,433640226365;198902218601,982;"dd05";"sa01";"dk01";15;0,191982198506594;47
"139";"sp20";258,767712212608;131138766494,352;"dd05";"sa01";"dk01";12;0,740057114511728;69
"140";"sp21";98,9730590147925;3641370,78842381;"dd05";"sa01";"dk01";20;0,130881557861964;6
"141";"sp22";763,459052649768;295878195321,498;"dd05";"sa01";"dk01";14;2,77511556678101;68
"142";"sp23";96,8636170500135;15558785029,4031;"dd05";"sa01";"dk01";16;0,691681798547506;23
"143";"sp24";136,443757158458;114028609350,64;"dd05";"sa01";"dk01";16;2,30212966920172;21
"144";"sp25";620,029627878732;11938206474,8851;"dd05";"sa01";"dk01";16;0,640546431144078;61
"145";"sp26";439,153723921243;1260609384632,77;"dd05";"sa01";"dk01";19;5,14984884482081;45
"146";"sp27";367,941965495717;36396592060,2744;"dd05";"sa01";"dk01";16;0,0909603883822759;56
"147";"sp28";212,152271693772;291047189,812485;"dd05";"sa01";"dk01";12;1,17428390055261;32
"148";"sp29";110,705711325888;19089743818,5318;"dd05";"sa01";"dk01";17;0,844025416920582;19
"149";"sp30";527,111671357059;3500397487,83179;"dd05";"sa01";"dk01";18;2,43749717115088;51
"150";"sp01";85,3907606667386;429850306,885154;"dd01";"sa02";"dk01";6;5,02932420096604;28
"151";"sp02";10,1642162219225;77,6760914944688;"dd01";"sa02";"dk01";3;0,196265372137229;63
"152";"sp03";1,7911955243032;30,4885279385419;"dd01";"sa02";"dk01";3;0,271325540418426;5
"153";"sp04";2,30933387270163;75,9863790145648;"dd01";"sa02";"dk01";3;1,1099749802983;27
"154";"sp05";6,24928113461263;53,5932409787472;"dd01";"sa02";"dk01";3;0,098599253843228;8
"155";"sp06";43,5604974167601;2886879845375,34;"dd01";"sa02";"dk01";5;0,110189698636532;68
"156";"sp07";10,0086243454799;21395524349,2193;"dd01";"sa02";"dk01";4;0,356102257346114;73
"157";"sp08";72,1950795383739;107468036908,778;"dd01";"sa02";"dk01";2;1,96560686815503;65
"158";"sp09";52,2389102002955;22910395462,0557;"dd01";"sa02";"dk01";3;1,17218859869758;75
"159";"sp10";2,9113263087743;13,7085821619807;"dd01";"sa02";"dk01";4;0,708965820570787;12
"160";"sp11";86,2592331960872;692028577735,392;"dd01";"sa02";"dk01";4;0,0825736597180367;61
"161";"sp12";14,5135457231877;84,6639906053869;"dd01";"sa02";"dk01";4;2,46934203877552;8
"162";"sp13";1,42480017143506;14984505154,5466;"dd01";"sa02";"dk01";2;0,229560503527694;9
"163";"sp14";37,1383421618037;46285304919,7065;"dd01";"sa02";"dk01";7;0,157983727735087;71
"164";"sp15";29,215706848935;29561134,1067057;"dd01";"sa02";"dk01";3;0,340656897053123;15
"165";"sp16";27,403463972392;90651764829912,5;"dd01";"sa02";"dk01";6;0,580351232861479;47
"166";"sp17";2,03494259436643;4408209882,6387;"dd01";"sa02";"dk01";2;3,66790055466776;10
"167";"sp18";0,502073971353875;22,7316762458878;"dd01";"sa02";"dk01";3;0,84453166889446;8
"168";"sp19";28,1758563024211;22018327605967,3;"dd01";"sa02";"dk01";6;1,19393188873293;34
"169";"sp21";12,2677468631551;81,8967993287714;"dd01";"sa02";"dk01";7;0,163898218423128;7
"170";"sp22";35,5492831476039;1479491098041,81;"dd01";"sa02";"dk01";4;0,0947947297245264;59
"171";"sp23";0,0221502170146344;73,0402642198127;"dd01";"sa02";"dk01";2;5,05247160515992;9
"172";"sp24";1,82082608878164;28,1643155451499;"dd01";"sa02";"dk01";3;0,405667059007548;8
"173";"sp25";45,9642881123641;116888402366734;"dd01";"sa02";"dk01";4;4,37497968452619;68
"174";"sp26";51,8467559829533;610566133,051328;"dd01";"sa02";"dk01";5;1,36414740601541;32
"175";"sp27";49,1982702528112;1153648182,3685;"dd01";"sa02";"dk01";4;0,624660615498821;64
"176";"sp28";26,6100405233916;103,477505852972;"dd01";"sa02";"dk01";5;0,599293955912193;45
"177";"sp29";13,6289000032934;70,4389308284999;"dd01";"sa02";"dk01";4;0,667359863097469;8
"178";"sp30";0,497823434370289;12,956917447102;"dd01";"sa02";"dk01";3;0,0112713066710381;63
"179";"sp01";16,9530624514267;1,20076889318907e+21;"dd01";"sa01";"dk05";4;0,137796571478248;18
"180";"sp02";42,4585235379868;11311798482677886976;"dd01";"sa01";"dk05";4;0,377677239477634;64
"181";"sp04";58,4738863429649;874,676665631912;"dd01";"sa01";"dk05";3;0,731881891710631;44
"182";"sp06";1,32117451613259;8,27878573005856e+24;"dd01";"sa01";"dk05";5;8,64816818335905;66
"183";"sp07";52,9689649052598;127125709310,685;"dd01";"sa01";"dk05";5;4,24045866711025;65
"184";"sp08";88,9750941974787;1,28287831838349e+20;"dd01";"sa01";"dk05";3;1,63905089907348;68
"185";"sp09";259,650150994499;7,63230162325323e+21;"dd01";"sa01";"dk05";5;4,65173414332752;71
"186";"sp10";1,88673692901192;8,27878573005856e+24;"dd01";"sa01";"dk05";4;0,142053264665918;24
"187";"sp11";22,7179245407658;5,72223775754702e+20;"dd01";"sa01";"dk05";3;16,392708442265;50
"188";"sp12";1,6673805425097;1256263866419544;"dd01";"sa01";"dk05";4;1,69638307951391;18
"189";"sp13";6,25709363187323;6861866966631562240;"dd01";"sa01";"dk05";3;3,20914562042656;7
"190";"sp14";1,21969086297343;1648901,3690183;"dd01";"sa01";"dk05";2;3,43270581198816;56
"191";"sp16";7,78327104928716;5352063264548105;"dd01";"sa01";"dk05";3;3,07299512607937;59
"192";"sp17";8,87687400360269;5205735783420587;"dd01";"sa01";"dk05";4;0,589401088654995;22
"193";"sp19";15,8898109317517;71572181004,064;"dd01";"sa01";"dk05";5;3,23991524038796;26
"194";"sp20";25,1846062272453;1,88536880647708e+23;"dd01";"sa01";"dk05";3;9,03336859444037;59
"195";"sp21";14,3537413634282;255109023641985536;"dd01";"sa01";"dk05";5;0,261774199083447;15
"196";"sp22";87,5461366347074;1,79718293918824e+23;"dd01";"sa01";"dk05";6;0,995727058500051;47
"197";"sp23";2,85215438177333;3888402,64636435;"dd01";"sa01";"dk05";5;9,31554392674818;7
"198";"sp24";5,7112316316482;80871992,7653059;"dd01";"sa01";"dk05";3;12,895110054634;3
"199";"sp25";17,8758760087992;874,676665631912;"dd01";"sa01";"dk05";5;1,74788886494935;66
"200";"sp26";23,8176693517348;57599939249,7304;"dd01";"sa01";"dk05";3;2,26932090334594;23
"201";"sp27";140,465990891124;1,12833829651331e+20;"dd01";"sa01";"dk05";2;0,369221802507608;67
"202";"sp28";79,7357443543078;5,60779751794783e+20;"dd01";"sa01";"dk05";5;1,6329826079309;60
"203";"sp29";3,98505832449723;74621697,1177185;"dd01";"sa01";"dk05";11;1,78056781738997;3
"204";"sp01";82,1635177779606;6,94821868622567e+25;"dd04";"sa04";"dk05";15;0,475344656035304;27
"205";"sp02";733,358805962902;1,9209885982287e+26;"dd04";"sa04";"dk05";14;1,29952038265765;53
"206";"sp03";38,5583053707643;4,77658540633208e+23;"dd04";"sa04";"dk05";9;3,06991390867119;5
"207";"sp04";194,54434638018;7,63080167868925e+24;"dd04";"sa04";"dk05";19;3,17920368520503;22
"208";"sp05";43,6618213545018;7,50839235193229e+23;"dd04";"sa04";"dk05";9;6,01996765997181;6
"209";"sp06";1213,16923000806;6,63650075895167e+26;"dd04";"sa04";"dk05";19;5,68210781332026;66
"210";"sp07";220,524792536357;2,92631946163406e+24;"dd04";"sa04";"dk05";11;1,79987875185907;68
"211";"sp08";524,3725838073;1,95317443127357e+26;"dd04";"sa04";"dk05";11;1,47663367725909;67
"212";"sp09";657,992457604373;3,96908134186106e+25;"dd04";"sa04";"dk05";19;0,112540493965668;65
"213";"sp10";109,960565011238;2,90485029361967e+24;"dd04";"sa04";"dk05";8;5,077148534577;14
"214";"sp11";859,573527348825;5,81376974660734e+27;"dd04";"sa04";"dk05";15;9,36865507760897;62
"215";"sp12";103,394091642382;1,97338740353859e+24;"dd04";"sa04";"dk05";14;2,34109046310186;10
"216";"sp13";87,1389279398264;1,44221061771806e+24;"dd04";"sa04";"dk05";14;5,05541877431755;18
"217";"sp14";707,787702992994;2,16070884320453e+25;"dd04";"sa04";"dk05";8;4,88557685141015;66
"218";"sp15";174,845387147363;7,01216742011699e+25;"dd04";"sa04";"dk05";10;6,47825487669478;23
"219";"sp16";694,809488053788;5,81092864379389e+25;"dd04";"sa04";"dk05";16;2,96969125030522;38
"220";"sp17";148,202807769603;9,3742543789109e+23;"dd04";"sa04";"dk05";20;2,54472162947059;13
"221";"sp18";95,6268821051497;1,76205276990514e+24;"dd04";"sa04";"dk05";19;3,88814056647902;9
"222";"sp19";318,744305097149;4,02302224105671e+26;"dd04";"sa04";"dk05";11;11,7910427426175;41
"223";"sp20";981,769683465599;8,88868682160849e+25;"dd04";"sa04";"dk05";21;5,01068017614966;68
"224";"sp21";67,5442193023246;5,2906451968742e+22;"dd04";"sa04";"dk05";17;5,72987206991682;6
"225";"sp22";530,733626871093;4,77185918225355e+27;"dd04";"sa04";"dk05";13;8,63882512548819;62
"226";"sp23";66,2303522002585;1,25765616546241e+24;"dd04";"sa04";"dk05";13;6,13147994097242;18
"227";"sp24";40,6595716347806;1,98751938911436e+25;"dd04";"sa04";"dk05";13;1,80529667250812;15
"228";"sp25";741,44205865756;2,80382899318709e+26;"dd04";"sa04";"dk05";13;0,264636889100075;66
"229";"sp26";416,819972497421;9,23545887584376e+25;"dd04";"sa04";"dk05";17;4,94184434397106;35
"230";"sp27";611,294393260312;2,71897668765557e+26;"dd04";"sa04";"dk05";11;0,4783881213516;66
"231";"sp28";280,957500439269;2,66381471151244e+25;"dd04";"sa04";"dk05";9;1,36076580622058;36
"232";"sp29";7,01518126135338;1,16253350468178e+25;"dd04";"sa04";"dk05";8;0,714166020974517;15
"233";"sp30";237,040531520214;7,63585956366477e+26;"dd04";"sa04";"dk05";14;16,5225381470265;53
"234";"sp01";329,93672840262;1,10675542173786e+26;"dd05";"sa04";"dk04";21;0,479588857415071;30
"235";"sp02";1042,88610869824;1,40514876124823e+25;"dd05";"sa04";"dk04";17;1,71813529357314;55
"236";"sp03";164,596827708522;1,18720065031108e+23;"dd05";"sa04";"dk04";25;0,904470557967822;10
"237";"sp04";309,756560405524;6,43312647188336e+23;"dd05";"sa04";"dk04";14;2,63245841849569;28
"238";"sp05";286,496698832201;2,04730439152703e+23;"dd05";"sa04";"dk04";21;1,76725988835096;13
"239";"sp06";582,844806555899;5,44775910398362e+25;"dd05";"sa04";"dk04";18;6,94719850486686;57
"240";"sp07";805,729361241671;3,48028935590379e+26;"dd05";"sa04";"dk04";19;0,438444516998758;63
"241";"sp08";1254,40519763041;2,77307802994636e+26;"dd05";"sa04";"dk04";26;1,99291628836317;58
"242";"sp09";1040,47565328892;3,24396182241688e+26;"dd05";"sa04";"dk04";16;1,23635961363713;65
"243";"sp10";159,423930051654;5,68596333217233e+22;"dd05";"sa04";"dk04";8;1,04855085412661;19
"244";"sp11";410,569081258284;2,16356943095437e+25;"dd05";"sa04";"dk04";14;0,663637589663267;54
"245";"sp12";174,419159212682;4,58933720728498e+22;"dd05";"sa04";"dk04";14;9,34837414268271;15
"246";"sp13";170,50441708583;4,22471032005662e+24;"dd05";"sa04";"dk04";23;3,35161177802804;19
"247";"sp14";1107,82465726713;2,03717483541116e+27;"dd05";"sa04";"dk04";13;11,8431983484063;62
"248";"sp15";240,873825586268;7,13848558326805e+25;"dd05";"sa04";"dk04";13;4,40271347242044;21
"249";"sp16";561,915558745325;8,20512788866744e+24;"dd05";"sa04";"dk04";14;3,15037969985329;44
"250";"sp17";183,832447007364;2,64806381442227e+23;"dd05";"sa04";"dk04";22;0,0865724099179109;16
"251";"sp18";267,129552091349;2,67238780877416e+23;"dd05";"sa04";"dk04";19;5,81190561717917;15
"252";"sp19";286,15006249024;8,25049124513887e+24;"dd05";"sa04";"dk04";14;2,33825919020894;41
"253";"sp20";808,812791747854;3,58163332139901e+26;"dd05";"sa04";"dk04";19;0,239550976703564;62
"254";"sp21";167,403065494362;1,2300479923704e+23;"dd05";"sa04";"dk04";18;4,86564346132126;10
"255";"sp22";740,072995527104;3,14108843059639e+26;"dd05";"sa04";"dk04";19;1,10500995938977;56
"256";"sp23";292,704395623517;3,98828674766839e+24;"dd05";"sa04";"dk04";14;4,93437627418976;19
"257";"sp24";110,160790260812;2,43607142439353e+25;"dd05";"sa04";"dk04";19;1,34925644472241;15
"258";"sp25";625,289538277018;1,8509563853893e+25;"dd05";"sa04";"dk04";13;1,15086282237745;57
"259";"sp26";186,873296252499;6,16770672997815e+24;"dd05";"sa04";"dk04";19;0,0497924085148352;34
"260";"sp27";131,860116530176;1,36689896842359e+24;"dd05";"sa04";"dk04";7;6,0173191605349;59
"261";"sp28";612,135270852586;1,96909033240974e+25;"dd05";"sa04";"dk04";19;9,46103331887341;42
"262";"sp29";56,6832619002087;1,84024597449558e+25;"dd05";"sa04";"dk04";18;1,18926697721084;14
"263";"sp30";923,313855413915;2,17481696550078e+26;"dd05";"sa04";"dk04";18;2,88970351718624;52
"264";"sp01";172,145863292942;1249479897,47385;"dd05";"sa01";"dk02";20;0,572774418443441;30
"265";"sp02";329,605698998465;5936360833,08769;"dd05";"sa01";"dk02";18;0,459256624430418;46
"266";"sp03";41,2165683964443;12954845,5337398;"dd05";"sa01";"dk02";16;0,262552861353554;9
"267";"sp04";103,102512194109;91926197,2736714;"dd05";"sa01";"dk02";15;0,604511103779078;25
"268";"sp05";82,6584843039027;20147661,0678658;"dd05";"sa01";"dk02";13;0,356415499001741;13
"269";"sp06";292,24574452123;28801788180,0806;"dd05";"sa01";"dk02";10;3,64732734242779;59
"270";"sp07";177,332815268785;1010562766,08371;"dd05";"sa01";"dk02";13;0,180680053681135;66
