"PLANTSPECIES";"BIRDSPECIES";"REFERENCE";"PLANTSTATUS";"BIRDSTATUS"
"Crataegus_monogyna";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Exotic";"Native"
"Crataegus_monogyna";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Exotic";"Native"
"Crataegus_monogyna";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Crataegus_monogyna";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Crataegus_monogyna";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_merula";"Williams 2006, NZJE 30: 285-291.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_merula";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Crataegus_monogyna";"Turdus_philomelos";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Crataegus_monogyna";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Crataegus_monogyna";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Crataegus_monogyna";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Crataegus_sp";"Hemiphaga_novaeseelandiae";"CSN, Notornis 39.";"Exotic";"Native"
"Crataegus_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Exotic";"Native"
"Dacrycarpus_dacrydioides";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Anthornis_melanura";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"CSN, Notornis 43.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Dacrycarpus_dacrydioides";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Dacrycarpus_dacrydioides";"Finschia_novaeseelandiae";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Finschia_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Passer_domesticus";"CSN, Notornis 38.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Dacrycarpus_dacrydioides";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Prosthemadera_novaeseelandiae";"CSN, Notornis 38.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Prosthemadera_novaeseelandiae";"CSN, Notornis 48";"Native";"Native"
"Dacrycarpus_dacrydioides";"Prosthemadera_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Sturnus_vulgaris";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Sturnus_vulgaris";"CSN, Notornis 38.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Sturnus_vulgaris";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Sturnus_vulgaris";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Turdus_merula";"CSN, Notornis 38.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Turdus_philomelos";"CSN, Notornis 38.";"Native";"Exotic"
"Dacrycarpus_dacrydioides";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Zosterops_lateralis";"CSN, Notornis 38.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrycarpus_dacrydioides";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Dacrydium_cupressinum";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Carduelis_carduelis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Dacrydium_cupressinum";"Acanthis_flammea";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Dacrydium_cupressinum";"Cyanoramphus_auriceps";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Gerygone_igata";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Dacrydium_cupressinum";"Gerygone_igata";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Dacrydium_cupressinum";"Nestor_meridionalis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Dacrydium_cupressinum";"Petroica_macrocephala";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Dacrydium_cupressinum";"Petroica_macrocephala";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Prosthemadera_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Dacrydium_cupressinum";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Dacrydium_cupressinum";"Turdus_merula";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Dacrydium_cupressinum";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Cornus_capitata";"Anthornis_melanura";"Sibson 1993, Notornis 40: 177.";"Exotic";"Native"
"Cornus_capitata";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Cornus_capitata";"Sturnus_vulgaris";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Cornus_capitata";"Zosterops_lateralis";"Sibson 1993, Notornis 40: 177.";"Exotic";"Native"
"Cornus_capitata";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Dracaena_draco";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Exotic";"Native"
"Dracophyllum_longifolium";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Dracophyllum_sp";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Dysoxylum_spectabile";"Acridotheres_tristis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Dysoxylum_spectabile";"Anthornis_melanura";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Dysoxylum_spectabile";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Dysoxylum_spectabile";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Dysoxylum_spectabile";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Dysoxylum_spectabile";"Notiomystis_cincta";"CSN, Notornis 37.";"Native";"Native"
"Dysoxylum_spectabile";"Notiomystis_cincta";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Dysoxylum_spectabile";"Passer_domesticus";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Dysoxylum_spectabile";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Dysoxylum_spectabile";"Philesturnus_rufusater";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Dysoxylum_spectabile";"Prosthemadera_novaeseelandiae";"CSN, Notornis 38.";"Native";"Native"
"Dysoxylum_spectabile";"Prosthemadera_novaeseelandiae";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Dysoxylum_spectabile";"Zosterops_lateralis";"CSN, Notornis 38.";"Native";"Native"
"Dysoxylum_spectabile";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Dysoxylum_spectabile";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Elaeocarpus_dentatus";"Anthornis_melanura";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Elaeocarpus_dentatus";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Elaeocarpus_dentatus";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Elaeocarpus_dentatus";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Elaeocarpus_dentatus";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Elaeocarpus_hookerianus";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Elaeocarpus_hookerianus";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Elaeocarpus_hookerianus";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Elaeocarpus_hookerianus";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Rhaphiolepis_loquata";"Hemiphaga_novaeseelandiae";"CSN, Notornis 43.";"Exotic";"Native"
"Rhaphiolepis_loquata";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Rhaphiolepis_loquata";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Exotic";"Native"
"Rhaphiolepis_loquata";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Exotic";"Native"
"Euonymus_europaeus";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Euonymus_europaeus";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ficus_carica";"Nestor_meridionalis";"Auckland Bot Soc. 2001.";"Exotic";"Native"
"Ficus_carica";"Philesturnus_rufusater";"Auckland Bot Soc. 2001.";"Exotic";"Native"
"Ficus_carica";"Prosthemadera_novaeseelandiae";"Gravatt, 1970 Notornis 13, 96-101.";"Exotic";"Native"
"Ficus_carica";"Sturnus_vulgaris";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Ficus_carica";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Ficus_carica";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ficus_macrophylla";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Exotic";"Native"
"Ficus_macrophylla";"Turdus_merula";"CSN, Notornis 38.";"Exotic";"Exotic"
"Ficus_macrophylla";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Fragaria_ananassa";"Anas_chlorotis";"Moore et al., 2006, NZ J Ecol 30, 397-403.";"Exotic";"Native"
"Freycinetia_banksii";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Fuchsia_excorticata";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Fuchsia_excorticata";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Fuchsia_excorticata";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Fuchsia_excorticata";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Fuchsia_excorticata";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Fuchsia_excorticata";"Cyanoramphus_auriceps";"Buller 1888, Birds of New Zealand";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Hemiphaga_novaeseelandiae";"Clout et al. 1986, Notornis 33: 37-44.";"Native";"Native"
"Fuchsia_excorticata";"Mohoua_albicilla";"Higgins, HANZAAB";"Native";"Native"
"Fuchsia_excorticata";"Prosthemadera_novaeseelandiae";"Gravatt, 1970 Notornis 13, 96-101.";"Native";"Native"
"Fuchsia_excorticata";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Prosthemadera_novaeseelandiae";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Native"
"Fuchsia_excorticata";"Rhipidura_fuliginosa";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Fuchsia_excorticata";"Rhipidura_fuliginosa";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Fuchsia_excorticata";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Fuchsia_excorticata";"Sturnus_vulgaris";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Fuchsia_excorticata";"Sturnus_vulgaris";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"CSN, Notornis 39.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_merula";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Exotic"
"Fuchsia_excorticata";"Turdus_philomelos";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Exotic"
"Fuchsia_excorticata";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_excorticata";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Fuchsia_perscandens";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Fuchsia_sp";"Gallirallus_australis";"Marchant & Higgins HANZAAB";"Native";"Native"
"Fuchsia_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Gaultheria_antipoda";"Nestor_notabilis";"Jackson 1960, Notornis 9, 39-58.";"Native";"Native"
"Gaultheria_antipoda";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Gaultheria_depressa";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Gaultheria_depressa";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Gaultheria_depressa";"Strigops_habroptila";"Atkinson & Merton, 2006, Notornis 53, 37-54.";"Native";"Native"
"Gaultheria_depressa";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Gaultheria_macrostigma";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Geniostoma_ligustrifolium";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Geniostoma_ligustrifolium";"Mohoua_albicilla";"Higgins, HANZAAB";"Native";"Native"
"Geniostoma_ligustrifolium";"Philesturnus_rufusater";"Merton 1966, Notornis 13, 3-6.";"Native";"Native"
"Geniostoma_rupestre";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Exotic";"Native"
"Geniostoma_rupestre";"Philesturnus_carunculatus";"HANZAAB";"Exotic";"Native"
"Geniostoma_rupestre";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Geniostoma_rupestre";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Geniostoma_rupestre";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Geniostoma_rupestre";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Griselinia_littoralis";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Griselinia_littoralis";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Griselinia_littoralis";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Griselinia_littoralis";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Griselinia_littoralis";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Griselinia_littoralis";"Gerygone_igata";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Griselinia_littoralis";"Gerygone_igata";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Griselinia_littoralis";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Griselinia_littoralis";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Griselinia_littoralis";"Hemiphaga_novaeseelandiae";"Clout et al. 1986, Notornis 33: 37-44.";"Native";"Native"
"Griselinia_littoralis";"Mohoua_ochrocephala";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Griselinia_littoralis";"Mohoua_ochrocephala";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Griselinia_littoralis";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Griselinia_littoralis";"Strigops_habroptila";"Atkinson & Merton, 2006, Notornis 53, 37-54.";"Native";"Native"
"Griselinia_littoralis";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Griselinia_littoralis";"Turdus_merula";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Griselinia_littoralis";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Griselinia_littoralis";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Griselinia_littoralis";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Griselinia_littoralis";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Griselinia_littoralis";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Griselinia_lucida";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Griselinia_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Gunnera_tinctoria";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Gunnera_tinctoria";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Halocarpus_biformis";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Hedera_helix";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Hedera_helix";"Turdus_merula";"Williams 2006, NZJE 30: 285-291.";"Exotic";"Exotic"
"Hedycarya_arborea";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Hedycarya_arborea";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Hedycarya_arborea";"Callaeas_cinereus";"Flux et al. 2006, Notornis 53: 199-207.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Hedycarya_arborea";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Hedycarya_arborea";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Hedycarya_arborea";"Nestor_meridionalis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Hedycarya_arborea";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Hedycarya_arborea";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Hedychium_gardnerianum";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Hedychium_gardnerianum";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Idesia_sp";"Hemiphaga_novaeseelandiae";"CSN, Notornis 47";"Exotic";"Native"
