"landscape.category";"network.category";"dispersal.category";"replicate";"raw.communicability";"max.communicability"
"sa03";"dd05";"dk04";3;0,00909109944102022;9,44432806765434e+129
"sa03";"dd05";"dk04";4;0,0119632598612924;1,4509175447183e+127
"sa03";"dd05";"dk04";5;0,0132201736697837;1,21164317611161e+149
"sa03";"dd05";"dk04";6;0,0129178964948503;1,32899921692195e+106
"sa03";"dd05";"dk04";7;0,0185205958811349;7,53243830594901e+163
"sa03";"dd05";"dk04";8;0,00953888549074116;3,78742826224302e+134
"sa03";"dd05";"dk04";9;0,00736883544694284;1,9683101021841e+120
"sa03";"dd05";"dk05";1;0,01926195727137;2,22930384908356e+114
"sa03";"dd05";"dk05";10;0,0113064953904083;5,97887742420505e+130
"sa03";"dd05";"dk05";2;0,00983683742144944;3,67070716584806e+120
"sa03";"dd05";"dk05";3;0,0112910282761185;1,18147579117325e+122
"sa03";"dd05";"dk05";4;0,0145245326835538;1,39691315565547e+137
"sa03";"dd05";"dk05";5;0,0161640966173738;8,08439072311995e+128
"sa03";"dd05";"dk05";6;0,0154934531878313;1,8102589227587e+152
"sa03";"dd05";"dk05";7;0,0208527740577815;2,44931898277976e+109
"sa03";"dd05";"dk05";8;0,0112527896732168;2,3183623242468e+114
"sa03";"dd05";"dk05";9;0,00829877225255019;2,54944481590508e+123
"sa04";"dd05";"dk01";1;0,0108338708352471;1,23855794035001e+126
"sa04";"dd05";"dk01";10;0,00563489723781281;8,91468632543997e+122
"sa04";"dd05";"dk01";2;0,00569738275732764;7,39618444839648e+131
"sa04";"dd05";"dk01";3;0,00675921881987268;9,06609930621797e+132
"sa04";"dd05";"dk01";4;0,00871868035769514;1,3871446852814e+143
"sa04";"dd05";"dk01";5;0,0108486966204631;1,39945748756977e+148
"sa04";"dd05";"dk01";6;0,00831598581415803;1,84083552242631e+131
"sa04";"dd05";"dk01";7;0,0110764686756751;1,02491238812831e+142
"sa04";"dd05";"dk01";8;0,00527819838174397;3,07991442803621e+118
"sa04";"dd05";"dk01";9;0,00452219149938738;3,00409447539878e+124
"sa04";"dd05";"dk02";1;0,0107538382469154;1,73322047987012e+117
"sa04";"dd05";"dk02";10;0,00765026969870805;1,32304874866728e+107
"sa04";"dd05";"dk02";2;0,00562429751921138;6,9810813590366e+116
"sa04";"dd05";"dk02";3;0,00751521575454513;1,51868952692057e+120
"sa04";"dd05";"dk02";4;0,00997228067764254;2,11145389822286e+130
"sa04";"dd05";"dk02";5;0,00849948087608713;4,2713576073499e+138
"sa04";"dd05";"dk02";6;0,0107823695808939;5,75362630441055e+137
"sa04";"dd05";"dk02";7;0,0135155648092349;1,5702410107709e+154
"sa04";"dd05";"dk02";8;0,00604467330275351;4,04549274207811e+99
"sa04";"dd05";"dk02";9;0,00501462704395794;2,70833153145993e+138
"sa04";"dd05";"dk03";1;0,0141780513550215;1,52867236689539e+127
"sa04";"dd05";"dk03";10;0,007772244942783;6,80510150758701e+111
"sa04";"dd05";"dk03";2;0,0087624229749242;6,22183465093695e+127
"sa04";"dd05";"dk03";3;0,00824254246385925;4,79099353474217e+114
"sa04";"dd05";"dk03";4;0,00934595658439355;1,88896640881286e+127
"sa04";"dd05";"dk03";5;0,011820926778987;4,20064101008119e+139
"sa04";"dd05";"dk03";6;0,0139663283850357;3,08491927467028e+141
"sa04";"dd05";"dk03";7;0,014772437541572;9,09402106445119e+141
"sa04";"dd05";"dk03";8;0,00793849847608733;4,6954312346126e+134
"sa04";"dd05";"dk03";9;0,00515207955943139;1,6135305252239e+130
"sa04";"dd05";"dk04";1;0,0151019171784867;8,37034007422191e+133
"sa04";"dd05";"dk04";10;0,00968487295274866;1,15551288594057e+111
"sa04";"dd05";"dk04";2;0,00719548945306674;1,25760225669764e+130
"sa04";"dd05";"dk04";3;0,00991662417454524;4,48769792171271e+127
"sa04";"dd05";"dk04";4;0,0133139779601783;2,71973847645026e+130
"sa04";"dd05";"dk04";5;0,0130084311933229;1,33022073466786e+145
"sa04";"dd05";"dk04";6;0,0138131334544395;3,21077770918113e+135
"sa04";"dd05";"dk04";7;0,017778938429216;5,45209291964823e+129
"sa04";"dd05";"dk04";8;0,00870345817490156;7,73513285334516e+110
"sa04";"dd05";"dk04";9;0,00669731921382354;2,48608094436023e+123
"sa04";"dd05";"dk05";1;0,0181438285691089;2,77853976718477e+118
"sa04";"dd05";"dk05";10;0,0109714490425759;1,29962408502292e+125
"sa04";"dd05";"dk05";2;0,00909661814324822;4,13493746686785e+148
"sa04";"dd05";"dk05";3;0,0119639597258954;8,99264709004872e+120
"sa04";"dd05";"dk05";4;0,0141784939949794;3,20727648884048e+126
"sa04";"dd05";"dk05";5;0,0144255184524374;9,26112799121978e+152
"sa04";"dd05";"dk05";6;0,0180305401009498;6,87886903954404e+136
"sa04";"dd05";"dk05";7;0,0206501527616175;3,03323401113794e+158
"sa04";"dd05";"dk05";8;0,00984444384810647;4,26272722602345e+131
"sa04";"dd05";"dk05";9;0,00773874967759171;5,32865676660219e+117
"sa05";"dd05";"dk01";1;0,00808444387066674;6,10424129480627e+119
"sa05";"dd05";"dk01";10;0,00591532929587612;5,5667316146184e+126
"sa05";"dd05";"dk01";2;0,00435426650122342;7,10179173499128e+126
"sa05";"dd05";"dk01";3;0,00877261040182747;4,72814505591001e+135
"sa05";"dd05";"dk01";4;0,00792451683706031;2,14328724429594e+137
"sa05";"dd05";"dk01";5;0,00677795068951629;2,33814830639474e+128
"sa05";"dd05";"dk01";6;0,00951953792143647;4,55205438350179e+143
"sa05";"dd05";"dk01";7;0,00949433208894424;3,36338271513697e+146
"sa05";"dd05";"dk01";8;0,00657441645368583;3,13190752622018e+103
"sa05";"dd05";"dk01";9;0,00403499628673603;5,13344757656146e+79
"sa05";"dd05";"dk02";1;0,01108378249522;7,09925777200955e+115
"sa05";"dd05";"dk02";10;0,00532352702135373;5,01047348486149e+134
"sa05";"dd05";"dk02";2;0,00512039931432572;1,02848762175193e+137
"sa05";"dd05";"dk02";3;0,00968068278020136;3,92554700605795e+138
"sa05";"dd05";"dk02";4;0,00797657889115158;2,47660996896754e+121
"sa05";"dd05";"dk02";5;0,0104536820570238;1,2179199817316e+146
"sa05";"dd05";"dk02";6;0,0121221266817345;4,54793051649547e+126
"sa05";"dd05";"dk02";7;0,0102834890439951;4,45907401703293e+129
"sa05";"dd05";"dk02";8;0,00759584481201112;1,73370460897706e+128
"sa05";"dd05";"dk02";9;0,00382572620835254;4,05044990946311e+61
"sa05";"dd05";"dk03";1;0,0147396727563107;4,29552118040816e+116
"sa05";"dd05";"dk03";10;0,00832129202971045;1,39023064584928e+124
"sa05";"dd05";"dk03";2;0,00651014162002756;6,01329145439214e+128
"sa05";"dd05";"dk03";3;0,00866196313018851;1,72882982396546e+129
"sa05";"dd05";"dk03";4;0,00951089388047683;1,36790320993072e+155
"sa05";"dd05";"dk03";5;0,0118856810403384;7,18336847327504e+159
"sa05";"dd05";"dk03";6;0,0125401512618079;1,74145048307422e+131
"sa05";"dd05";"dk03";7;0,0150946270403564;9,28388875610099e+135
"sa05";"dd05";"dk03";8;0,00795199833877682;5,51104511869671e+125
"sa05";"dd05";"dk03";9;0,00533638464017274;9,82463955406625e+124
"sa05";"dd05";"dk04";1;0,0155168418137034;2,78080279754895e+118
"sa05";"dd05";"dk04";10;0,0104724054284248;7,49813011913568e+126
"sa05";"dd05";"dk04";2;0,00883954181090697;6,97229241892699e+123
"sa05";"dd05";"dk04";3;0,0110060383459487;9,97586038019788e+127
"sa05";"dd05";"dk04";4;0,011423068152084;3,00634452102782e+117
"sa05";"dd05";"dk04";5;0,0140753686404951;4,09095110534537e+138
"sa05";"dd05";"dk04";6;0,0143252521842119;6,67077085472967e+118
"sa05";"dd05";"dk04";7;0,0157333674551103;1,84917066304867e+135
"sa05";"dd05";"dk04";8;0,00838522356664305;7,43647010174646e+133
"sa05";"dd05";"dk04";9;0,0067262481356413;1,22453767784101e+121
"sa05";"dd05";"dk05";1;0,0189541214626958;1,52154714663108e+147
"sa05";"dd05";"dk05";10;0,0101377047328134;4,88539945016137e+123
"sa05";"dd05";"dk05";2;0,00967949689030632;4,82260394933125e+123
"sa05";"dd05";"dk05";3;0,0135917168776283;3,13633676389148e+105
"sa05";"dd05";"dk05";4;0,0149934128485942;8,03066193268671e+96
"sa05";"dd05";"dk05";5;0,0159406245051922;1,95229578196468e+102
"sa05";"dd05";"dk05";6;0,0175397799086801;3,5647919846177e+130
"sa05";"dd05";"dk05";7;0,017650380435545;4,81971835450657e+123
"sa05";"dd05";"dk05";8;0,011005719197838;3,97435256288734e+123
"sa05";"dd05";"dk05";9;0,00858711130760719;1,51539317654423e+131
