"cell_id";"elevation";"humidity_meanAnn";"precip_ann";"precip_driestQtr";"precip_seasonality";"precip_wettestQtr";"slope_deg";"temp_meanAnn";"temp_meanColdQtr";"temp_meanWarmQtr";"temp_seasonality";"num_sp_tier1DOC"
13;202,664948699067;82,6605331959831;1899,20450614783;343,047106608716;21,047210596863;602,24102318386;9,01797108879839;12,9602312705583;9,2162310206425;17,449303250355;3,33597469043959;23
14;258,261619435355;82,2892139809177;1604,89744366457;311,623395299394;17,049883497184;480,458842357013;4,69345023714045;12,6218625568666;8,06571537710929;17,1002219284509;3,6723772696913;28
15;318,047519479644;81,3568876576834;1779,2913705887;378,446857024021;13,2782774746066;503,150461039971;8,83196254348664;12,1916101850345;7,63907120323719;16,8979965864343;3,7720683730471;27
16;418,975584794459;77,0753369016683;2073,99421809826;404,936769825881;19,9238740829502;642,937672135966;15,7139418500611;12,1484512422078;7,93963882000395;16,4416620385729;3,45441209235719;18
17;101,97171794021;81,4926679973963;1661,25442369246;311,311387545672;19,0856231103785;495,77913962272;0,92317212463135;13,3583754808583;9,56224020376938;16,8563856109617;2,93667337945373;13
18;259,939188035904;82,7348800948842;2050,7470378496;401,973721608487;17,0900780596673;619,749071181681;10,5587235846262;12,0958369064654;7,74377040923162;16,3037584667178;3,45952505669372;26
19;675,428301120865;81,6078625037003;1715,94938892633;336,537918761993;16,1020647003202;502,477443122162;8,40426714806967;10,1167220888812;5,49094623291716;14,7716575134571;3,78053155780077;27
20;582,485415450388;77,8787603789364;1689,37863525429;349,26708439991;16,1202703550948;498,05404910174;11,4292607248719;10,6923030614307;6,10284884154395;15,2562433049695;3,73475113923589;28
21;255,669105846263;75,4034680090967;1618,93082766567;306,492462912316;23,909295763385;527,904425381192;10,1564586979475;12,7664265255063;8,43900657300232;17,0229253218185;3,5018412523857;0
22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21
23;31,9461717254349;81,002871626782;1247,28611128671;255,848078648997;18,7354222121284;405,327384924814;0,591997157981885;13,4577351977438;9,82004636108813;16,9640280325958;2,88568638459767;0
24;179,584330351531;79,9976466091645;1332,95801195481;275,319495661668;15,9316816959811;408,432927178063;9,75615937967548;12,3261736965138;8,17086426708892;16,4462345947188;3,34496453963235;0
25;420,965257927773;79,1577016846264;1206,81718604895;246,464611780022;15,1617116892185;344,456579052287;8,56877526625392;10,9384914247419;6,62232884348558;15,4967389955596;3,59989247290527;21
26;217,401894892632;75,1026990748773;1114,6497892498;226,749298212982;21,019791100336;346,691254578421;5,61914517780445;12,2554386686227;7,62339126361161;16,7654809247767;3,71845634534318;0
27;642,237222856199;82,4252575316953;2774,51518546824;567,138638409135;14,8097964251424;773,395671267752;20,2525157418246;9,29964252469671;4,6451719990726;13,7101257086455;3,67684213685991;24
28;276,25220970789;78,8057295985838;1827,10731535039;364,335378329557;18,6412411496315;541,747136032;15,4311898068883;11,112222711234;6,89752737892344;15,5919148036045;3,52766775512523;25
29;222,657901364108;80,437491906696;1616,38232210757;310,83039241216;19,3699958277839;490,693088845478;14,7581109675455;11,6226327172731;7,9967665875421;15,6125529799962;3,0859694090005;28
30;259,323768964969;79,1116743846306;1447,95791988326;275,144212129385;21,2853976128938;450,238085344884;9,41212929968906;11,4340633599486;7,15298682315416;15,6656420105658;3,45538508649607;19
31;272,449700698501;85,2311568830589;3078,21475831524;675,988282791831;11,1577727672865;816,12027183157;12,1572359235606;10,8489523557399;6,68492034313509;15,1056364018658;3,40130860530577;23
32;665,435593775155;82,957809895284;2613,20102979045;546,858580754399;14,5404042762408;741,346499432431;19,3477422035236;8,8510557582741;3,89982271839322;13,7444161129625;4,00197938407594;26
33;770,63420652719;72,9355073536634;1405,43701097661;298,790758888751;14,2980195583772;397,102179546656;19,7031933298703;8,73504940622412;3,83178083756631;13,6505218689395;3,99377771845557;24
34;194,034068021038;74,0872191073201;1109,5877435033;217,682880768233;21,5828463568853;352,106756396277;11,7225287258505;11,7719225945269;7,51690522256449;15,920668409829;3,41707157318864;0
35;225,118593380777;76,8961116429471;1308,09171247734;231,874310992051;27,7725800588329;441,421098015644;12,446124582818;11,91553760199;7,86716298320268;15,8899620671527;3,25269132494911;0
36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21
37;477,370319272249;85,1826168063422;4375,04802156561;918,099339609515;12,6804951323424;1211,36386546286;14,905841485806;9,58784469955801;4,99669645326718;13,9295685098121;3,62852210120087;28
38;822,678535248093;77,7865163311539;2223,72052216357;484,441379881836;14,3776881795883;652,064978133636;19,3140488722706;7,8750273521108;2,77585671983636;12,911042878264;4,13060135875917;28
39;553,075395813265;70,055711263458;1110,19198323104;239,148782173006;14,5658500602067;315,425601360787;13,9071241645981;9,35645256319358;4,2012036612388;14,3346159835542;4,11384110989657;0
40;12,6466444381111;82,9908913467794;3696,09175716669;727,384744683901;13,7563530287395;991,28680117925;0,483373547067751;11,1972416246141;7,6473398519059;14,583568788444;2,79572437237948;23
41;849,931121424085;84,2058358845833;4924,43833197027;1047,35768990521;13,0427755219889;1379,44236704682;21,0814338863399;7,65827741602922;3,175435420075;12,255302729165;3,68306337873622;27
42;1046,58714695727;75,8633538369659;2845,23379969064;642,516682914055;13,8269037443962;841,6956075713;18,7349248412413;6,74318236476907;1,9093516655826;11,6896415368489;3,97893406901629;18
43;295,796185459711;73,0389592667513;932,861062313003;207,049369219912;14,1981511666131;267,066264587747;4,98354078995305;10,3104470325508;5,2498824547233;15,1322780731392;4,01545239375872;15
44;270,201878405063;74,0965999070455;1126,86084864844;206,463385059101;25,2594297292527;353,222361467648;15,7404903581717;11,0953950135186;6,82234213666488;15,5465891181164;3,57273241555472;0
45;490,943192810228;89,6937746282266;6155,97177969092;1199,5193201272;16,7581712120393;1747,85516912887;28,4561136365172;8,39946481856491;4,45561980660479;12,903611202442;3,4233098840796;23
46;914,070559642606;84,9238832184833;4564,29820052343;957,949859978095;12,9704160131315;1298,47097336709;25,119249094334;6,77366728103479;2,2277019721033;11,5220123104691;3,77352323589406;27
47;919,90897607402;75,2908586764145;1885,37064610721;430,627964467506;12,7549032014217;566,460763606796;18,2289100381066;7,19253112170188;1,71901705112275;12,7065348500381;4,45178079603291;18
48;481,797809627991;75,3502311031798;777,347165709874;163,31663146378;17,8633967535427;228,896117369562;8,17134934940857;9,02989729165633;3,8145234962688;14,2418022902963;4,22808165483637;14
49;673,361833340473;88,8632552408637;4301,05282407951;907,800976381519;14,5740844732507;1243,48785137967;28,8950177353686;7,01212508326362;2,64023489853062;11,4602204490637;3,58452650716464;28
50;773,570854875763;79,2898097239151;1623,95635632422;371,929763749695;11,9723604148984;477,755243983627;17,2915416767038;7,00988606423644;2,06445150757715;11,8790199312398;3,9837509535358;26
51;714,780031785564;75,3327868396301;792,498566434662;159,243353599239;18,4266088297138;231,273222914627;8,36289312400432;7,30744262105703;1,65101247451406;12,6116354923329;4,44085574560523;23
52;394,609755941821;75,9930428168427;711,438892598222;146,117355238262;17,0574626119559;205,40073352377;8,83334971321436;8,86953821369477;4,15842664510208;13,3560494666787;3,7427659009311;15
53;495,238478775993;85,9816970209758;2449,75539665485;552,055305504783;11,2331703902385;701,751766443316;19,5541053939579;7,43593733681653;2,81394536150785;11,4327204134702;3,4991870666346;25
54;179,304749368707;79,5400728294135;1045,63450687813;218,637006584449;14,8322064153422;305,035084052958;3,86085133553325;9,4005010925867;4,80104218971444;13,4766447999074;3,52280812389697;22
55;226,228205320233;79,7987939473982;972,045033553093;192,851071202243;17,8177479421813;285,532164140267;6,00709654039855;9,19205913185947;4,72331464462374;13,2529178809026;3,47228623415468;19
